ID,Espacialidades,UF,Gini1991,Gini2000,Gini2010
292045,Mansidao,BA,0.44,0.69,0.55
313960,Mantena,MG,0.65,0.68,0.51
320330,Mantenopolis,ES,0.57,0.58,0.52
431177,Maquine,RS,0.58,0.54,0.43
130280,Maraa,AM,0.45,0.55,0.69
150420,Maraba,PA,0.59,0.62,0.58
352870,Maraba Paulista,SP,0.43,0.49,0.39
210632,Maracacume,MA,0.49,0.63,0.47
352880,Maracai,SP,0.57,0.45,0.42
421040,Maracaja,SC,0.45,0.66,0.5
500540,Maracaju,MS,0.62,0.58,0.54
150430,Maracana,PA,0.48,0.58,0.59
230765,Maracanau,CE,0.47,0.49,0.43
292050,Maracas,BA,0.45,0.49,0.51
270450,Maragogi,AL,0.45,0.56,0.54
292060,Maragogipe,BA,0.56,0.53,0.57
260920,Maraial,PE,0.59,0.52,0.54
210635,Maraja do Sena,MA,0.44,0.59,0.62
230770,Maranguape,CE,0.51,0.54,0.44
210637,Maranhaozinho,MA,0.44,0.63,0.51
150440,Marapanim,PA,0.52,0.53,0.54
352885,Marapoama,SP,0.35,0.41,0.4
521280,Mara Rosa,GO,0.64,0.56,0.48
320332,Marataizes,ES,0.58,0.61,0.52
431179,Marata,RS,0.47,0.36,0.34
292070,Marau,BA,0.76,0.71,0.71
431180,Marau,RS,0.56,0.49,0.44
270460,Maravilha,AL,0.63,0.59,0.58
421050,Maravilha,SC,0.58,0.51,0.45
313970,Maravilhas,MG,0.62,0.47,0.39
250905,Marcacao,PB,0.47,0.57,0.51
510558,Marcelandia,MT,0.5,0.57,0.55
431190,Marcelino Ramos,RS,0.59,0.56,0.47
240730,Marcelino Vieira,RN,0.53,0.63,0.52
292080,Marcionilio Souza,BA,0.52,0.63,0.49
230780,Marco,CE,0.5,0.6,0.54
220595,Marcolandia,PI,0.47,0.6,0.49
220600,Marcos Parente,PI,0.43,0.54,0.48
313980,Mar de Espanha,MG,0.56,0.55,0.4
411460,Marechal Candido Rondon,PR,0.56,0.56,0.53
270470,Marechal Deodoro,AL,0.54,0.59,0.6
320334,Marechal Floriano,ES,0.53,0.54,0.48
120035,Marechal Thaumaturgo,AC,0.42,0.69,0.59
421055,Marema,SC,0.48,0.5,0.41
313990,Maria da Fe,MG,0.54,0.59,0.48
411470,Maria Helena,PR,0.51,0.45,0.41
411480,Marialva,PR,0.58,0.58,0.44
314000,Mariana,MG,0.6,0.57,0.51
431198,Mariana Pimentel,RS,0.49,0.55,0.46
431200,Mariano Moro,RS,0.59,0.61,0.47
171250,Marianopolis do Tocantins,TO,0.55,0.59,0.53
352890,Mariapolis,SP,0.68,0.43,0.37
270480,Maribondo,AL,0.59,0.63,0.49
330270,Marica,RJ,0.56,0.54,0.49
314010,Marilac,MG,0.54,0.56,0.45
411490,Marilandia do Sul,PR,0.5,0.62,0.44
320335,Marilandia,ES,0.58,0.49,0.39
411500,Marilena,PR,0.46,0.51,0.36
352900,Marilia,SP,0.55,0.56,0.5
411510,Mariluz,PR,0.55,0.54,0.46
411520,Maringa,PR,0.51,0.55,0.49
352910,Marinopolis,SP,0.56,0.41,0.43
314015,Mario Campos,MG,0.54,0.47,0.46
411530,Mariopolis,PR,0.53,0.6,0.48
314020,Maripa de Minas,MG,0.51,0.63,0.38
411535,Maripa,PR,0.63,0.48,0.42
250910,Mari,PB,0.42,0.52,0.46
150442,Marituba,PA,0.53,0.52,0.42
250915,Marizopolis,PB,0.38,0.48,0.51
314030,Marlieria,MG,0.58,0.54,0.4
411540,Marmeleiro,PR,0.59,0.53,0.51
314040,Marmelopolis,MG,0.41,0.57,0.45
431205,Marques de Souza,RS,0.57,0.46,0.42
411545,Marquinho,PR,0.53,0.59,0.5
314050,Martinho Campos,MG,0.51,0.55,0.44
230790,Martinopole,CE,0.46,0.61,0.59
352920,Martinopolis,SP,0.59,0.54,0.45
240740,Martins,RN,0.63,0.59,0.49
314053,Martins Soares,MG,0.48,0.43,0.4
280400,Maruim,SE,0.53,0.5,0.48
411550,Marumbi,PR,0.52,0.54,0.46
270490,Mar Vermelho,AL,0.45,0.57,0.47
521290,Marzagao,GO,0.63,0.5,0.46
292090,Mascote,BA,0.56,0.53,0.58
230800,Massape,CE,0.61,0.56,0.47
220605,Massape do Piaui,PI,0.43,0.54,0.51
250920,Massaranduba,PB,0.5,0.6,0.46
421060,Massaranduba,SC,0.51,0.47,0.34
292100,Mata de Sao Joao,BA,0.53,0.54,0.56
270500,Mata Grande,AL,0.52,0.66,0.57
352930,Matao,SP,0.45,0.52,0.52
250930,Mataraca,PB,0.44,0.5,0.48
210640,Mata Roma,MA,0.49,0.64,0.57
431210,Mata,RS,0.64,0.5,0.46
314055,Mata Verde,MG,0.48,0.52,0.47
171270,Mateiros,TO,0.44,0.61,0.52
411560,Matelandia,PR,0.55,0.53,0.46
314060,Materlandia,MG,0.63,0.58,0.47
314070,Mateus Leme,MG,0.53,0.52,0.49
317150,Mathias Lobato,MG,0.6,0.56,0.54
314080,Matias Barbosa,MG,0.55,0.5,0.49
314085,Matias Cardoso,MG,0.45,0.56,0.56
220610,Matias Olimpio,PI,0.55,0.57,0.52
292105,Matina,BA,0.42,0.6,0.46
210650,Matinha,MA,0.53,0.53,0.64
250933,Matinhas,PB,0.49,0.48,0.44
411570,Matinhos,PR,0.51,0.55,0.48
314090,Matipo,MG,0.56,0.55,0.48
431213,Mato Castelhano,RS,0.5,0.47,0.56
210663,Matoes do Norte,MA,0.4,0.54,0.57
210660,Matoes,MA,0.52,0.5,0.56
250937,Mato Grosso,PB,0.43,0.44,0.45
431215,Mato Leitao,RS,0.49,0.38,0.36
431217,Mato Queimado,RS,0.48,0.55,0.43
411573,Mato Rico,PR,0.47,0.61,0.45
421070,Matos Costa,SC,0.52,0.6,0.45
314100,Mato Verde,MG,0.52,0.6,0.46
314110,Matozinhos,MG,0.5,0.5,0.43
521295,Matrincha,GO,0.57,0.49,0.41
270510,Matriz de Camaragibe,AL,0.45,0.48,0.46
510560,Matupa,MT,0.62,0.62,0.55
250939,Matureia,PB,0.58,0.67,0.51
314120,Matutina,MG,0.58,0.48,0.59
411575,Maua da Serra,PR,0.65,0.59,0.47
352940,Maua,SP,0.42,0.46,0.44
130290,Maues,AM,0.66,0.66,0.64
171280,Maurilandia do Tocantins,TO,0.4,0.59,0.52
521300,Maurilandia,GO,0.51,0.44,0.42
230810,Mauriti,CE,0.56,0.62,0.56
240750,Maxaranguape,RN,0.48,0.48,0.52
431220,Maximiliano de Almeida,RS,0.65,0.48,0.44
160040,Mazagao,AP,0.52,0.62,0.65
314130,Medeiros,MG,0.59,0.53,0.46
292110,Medeiros Neto,BA,0.56,0.64,0.53
411580,Medianeira,PR,0.56,0.5,0.49
150445,Medicilandia,PA,0.72,0.66,0.61
314140,Medina,MG,0.61,0.56,0.57
421080,Meleiro,SC,0.54,0.64,0.41
150450,Melgaco,PA,0.48,0.46,0.55
314150,Mendes Pimentel,MG,0.61,0.6,0.48
330280,Mendes,RJ,0.5,0.53,0.48
352950,Mendonca,SP,0.66,0.56,0.36
411585,Mercedes,PR,0.46,0.48,0.41
314160,Merces,MG,0.55,0.58,0.58
352960,Meridiano,SP,0.53,0.42,0.4
230820,Meruoca,CE,0.45,0.57,0.47
352965,Mesopolis,SP,0.38,0.45,0.37
314170,Mesquita,MG,0.46,0.6,0.46
330285,Mesquita,RJ,0.45,0.47,0.47
270520,Messias,AL,0.57,0.52,0.49
240760,Messias Targino,RN,0.54,0.45,0.44
220620,Miguel Alves,PI,0.48,0.48,0.6
292120,Miguel Calmon,BA,0.59,0.55,0.54
220630,Miguel Leao,PI,0.68,0.43,0.52
352970,Miguelopolis,SP,0.56,0.57,0.46
330290,Miguel Pereira,RJ,0.59,0.63,0.55
292130,Milagres,BA,0.54,0.53,0.51
230830,Milagres,CE,0.56,0.61,0.47
210667,Milagres do Maranhao,MA,0.4,0.52,0.54
230835,Milha,CE,0.47,0.54,0.54
220635,Milton Brandao,PI,0.48,0.61,0.55
521305,Mimoso de Goias,GO,0.47,0.59,0.58
320340,Mimoso do Sul,ES,0.57,0.57,0.49
521308,Minacu,GO,0.55,0.54,0.52
270530,Minador do Negrao,AL,0.57,0.48,0.54
431225,Minas do Leao,RS,0.45,0.44,0.62
314180,Minas Novas,MG,0.53,0.53,0.5
314190,Minduri,MG,0.51,0.59,0.49
352980,Mineiros do Tiete,SP,0.42,0.48,0.39
521310,Mineiros,GO,0.63,0.59,0.55
110120,Ministro Andreazza,RO,0.78,0.66,0.54
314200,Mirabela,MG,0.56,0.56,0.48
352990,Miracatu,SP,0.6,0.6,0.5
171320,Miracema do Tocantins,TO,0.69,0.55,0.54
330300,Miracema,RJ,0.56,0.59,0.5
210670,Mirador,MA,0.48,0.58,0.64
411590,Mirador,PR,0.39,0.42,0.4
314210,Miradouro,MG,0.6,0.53,0.52
353000,Mira Estrela,SP,0.81,0.45,0.43
431230,Miraguai,RS,0.67,0.51,0.66
230837,Miraima,CE,0.43,0.67,0.64
314220,Mirai,MG,0.6,0.54,0.45
210675,Miranda do Norte,MA,0.54,0.54,0.47
500560,Miranda,MS,0.63,0.78,0.54
260930,Mirandiba,PE,0.53,0.54,0.58
353010,Mirandopolis,SP,0.55,0.52,0.45
292140,Mirangaba,BA,0.48,0.51,0.51
171330,Miranorte,TO,0.65,0.61,0.48
292145,Mirante,BA,0.42,0.52,0.52
110130,Mirante da Serra,RO,0.6,0.53,0.6
353020,Mirante do Paranapanema,SP,0.49,0.61,0.5
411600,Miraselva,PR,0.52,0.49,0.39
353040,Mirassolandia,SP,0.43,0.4,0.39
510562,Mirassol D'Oeste,MT,0.57,0.59,0.55
353030,Mirassol,SP,0.46,0.47,0.43
314225,Miravania,MG,0.45,0.7,0.49
421085,Mirim Doce,SC,0.53,0.71,0.39
210680,Mirinzal,MA,0.52,0.63,0.51
411605,Missal,PR,0.61,0.56,0.45
230840,Missao Velha,CE,0.53,0.63,0.57
150460,Mocajuba,PA,0.46,0.55,0.58
353050,Mococa,SP,0.53,0.53,0.53
421090,Modelo,SC,0.54,0.52,0.43
314230,Moeda,MG,0.48,0.43,0.43
314240,Moema,MG,0.44,0.49,0.38
250940,Mogeiro,PB,0.55,0.48,0.5
353060,Mogi das Cruzes,SP,0.54,0.57,0.54
353070,Mogi Guacu,SP,0.48,0.51,0.44
353080,Moji Mirim,SP,0.51,0.53,0.49
521340,Moipora,GO,0.46,0.51,0.43
280410,Moita Bonita,SE,0.45,0.53,0.44
150470,Moju,PA,0.5,0.56,0.63
230850,Mombaca,CE,0.67,0.69,0.54
353090,Mombuca,SP,0.54,0.61,0.61
210690,Moncao,MA,0.43,0.61,0.52
353100,Moncoes,SP,0.43,0.46,0.43
421100,Mondai,SC,0.54,0.53,0.4
353110,Mongagua,SP,0.49,0.55,0.5
314250,Monjolos,MG,0.62,0.68,0.48
220640,Monsenhor Gil,PI,0.57,0.55,0.5
220650,Monsenhor Hipolito,PI,0.48,0.58,0.53
314260,Monsenhor Paulo,MG,0.65,0.52,0.4
230860,Monsenhor Tabosa,CE,0.6,0.58,0.55
250950,Montadas,PB,0.52,0.54,0.47
314270,Montalvania,MG,0.64,0.62,0.54
320350,Montanha,ES,0.52,0.65,0.52
240770,Montanhas,RN,0.6,0.5,0.53
431235,Montauri,RS,0.56,0.43,0.35
521350,Monte Alegre de Goias,GO,0.6,0.61,0.61
314280,Monte Alegre de Minas,MG,0.61,0.56,0.47
280420,Monte Alegre de Sergipe,SE,0.44,0.56,0.56
220660,Monte Alegre do Piaui,PI,0.59,0.62,0.57
431237,Monte Alegre dos Campos,RS,0.5,0.42,0.55
353120,Monte Alegre do Sul,SP,0.39,0.5,0.48
150480,Monte Alegre,PA,0.51,0.6,0.59
240780,Monte Alegre,RN,0.56,0.56,0.52
353130,Monte Alto,SP,0.47,0.5,0.42
353140,Monte Aprazivel,SP,0.53,0.51,0.5
314290,Monte Azul,MG,0.55,0.56,0.51
353150,Monte Azul Paulista,SP,0.54,0.59,0.46
431238,Monte Belo do Sul,RS,0.38,0.39,0.33
314300,Monte Belo,MG,0.43,0.46,0.46
421105,Monte Carlo,SC,0.43,0.5,0.45
314310,Monte Carmelo,MG,0.57,0.52,0.49
421110,Monte Castelo,SC,0.54,0.56,0.44
353160,Monte Castelo,SP,0.48,0.54,0.38
240790,Monte das Gameleiras,RN,0.55,0.54,0.48
171360,Monte do Carmo,TO,0.53,0.54,0.62
314315,Monte Formoso,MG,0.46,0.65,0.59
250960,Monte Horebe,PB,0.57,0.59,0.54
353170,Monteiro Lobato,SP,0.6,0.6,0.48
250970,Monteiro,PB,0.54,0.57,0.57
270540,Monteiropolis,AL,0.45,0.82,0.49
353180,Monte Mor,SP,0.53,0.5,0.44
110140,Monte Negro,RO,0.58,0.54,0.47
431240,Montenegro,RS,0.53,0.56,0.5
210700,Montes Altos,MA,0.47,0.64,0.56
292150,Monte Santo,BA,0.53,0.6,0.55
314320,Monte Santo de Minas,MG,0.56,0.52,0.42
171370,Monte Santo do Tocantins,TO,0.62,0.51,0.48
521370,Montes Claros de Goias,GO,0.6,0.53,0.49
314330,Montes Claros,MG,0.6,0.61,0.53
314340,Monte Siao,MG,0.55,0.53,0.44
314345,Montezuma,MG,0.56,0.66,0.46
521377,Montividiu do Norte,GO,0.48,0.69,0.55
521375,Montividiu,GO,0.52,0.78,0.49
230870,Morada Nova,CE,0.52,0.6,0.52
314350,Morada Nova de Minas,MG,0.55,0.52,0.45
230880,Moraujo,CE,0.42,0.55,0.51
261430,Moreilandia,PE,0.54,0.56,0.54
411610,Moreira Sales,PR,0.52,0.53,0.44
260940,Moreno,PE,0.49,0.5,0.53
431242,Mormaco,RS,0.58,0.48,0.57
292160,Morpara,BA,0.49,0.63,0.55
411620,Morretes,PR,0.55,0.53,0.53
230890,Morrinhos,CE,0.47,0.64,0.54
431244,Morrinhos do Sul,RS,0.44,0.5,0.47
521380,Morrinhos,GO,0.51,0.66,0.49
521385,Morro Agudo de Goias,GO,0.53,0.46,0.42
353190,Morro Agudo,SP,0.52,0.55,0.45
220665,Morro Cabeca no Tempo,PI,0.45,0.49,0.58
421120,Morro da Fumaca,SC,0.55,0.47,0.36
314360,Morro da Garca,MG,0.48,0.57,0.46
292170,Morro do Chapeu,BA,0.54,0.61,0.51
220667,Morro do Chapeu do Piaui,PI,0.56,0.44,0.53
314370,Morro do Pilar,MG,0.5,0.6,0.48
421125,Morro Grande,SC,0.57,0.4,0.51
431245,Morro Redondo,RS,0.51,0.55,0.51
431247,Morro Reuter,RS,0.38,0.43,0.32
210710,Morros,MA,0.56,0.63,0.58
292180,Mortugaba,BA,0.52,0.58,0.48
353200,Morungaba,SP,0.48,0.5,0.41
521390,Mossamedes,GO,0.57,0.65,0.51
240800,Mossoro,RN,0.57,0.57,0.52
431250,Mostardas,RS,0.63,0.55,0.55
353205,Motuca,SP,0.34,0.47,0.45
521400,Mozarlandia,GO,0.51,0.79,0.42
150490,Muana,PA,0.63,0.56,0.56
140030,Mucajai,RR,0.68,0.57,0.71
230900,Mucambo,CE,0.44,0.6,0.57
292190,Mucuge,BA,0.61,0.48,0.53
431260,Mucum,RS,0.44,0.46,0.39
292200,Mucuri,BA,0.51,0.61,0.57
320360,Mucurici,ES,0.63,0.57,0.48
431261,Muitos Capoes,RS,0.54,0.57,0.5
431262,Muliterno,RS,0.49,0.42,0.51
230910,Mulungu,CE,0.48,0.61,0.55
292205,Mulungu do Morro,BA,0.51,0.58,0.49
250980,Mulungu,PB,0.47,0.51,0.49
292210,Mundo Novo,BA,0.54,0.56,0.65
521405,Mundo Novo,GO,0.57,0.54,0.47
500568,Mundo Novo,MS,0.56,0.53,0.5
411630,Munhoz de Melo,PR,0.5,0.56,0.39
314380,Munhoz,MG,0.5,0.59,0.46
292220,Muniz Ferreira,BA,0.45,0.52,0.51
320370,Muniz Freire,ES,0.58,0.62,0.51
292225,Muquem de Sao Francisco,BA,0.47,0.58,0.55
320380,Muqui,ES,0.66,0.57,0.52
314390,Muriae,MG,0.61,0.55,0.52
280430,Muribeca,SE,0.43,0.56,0.49
270550,Murici,AL,0.47,0.53,0.48
220669,Murici dos Portelas,PI,0.44,0.66,0.6
171395,Muricilandia,TO,0.51,0.63,0.54
292230,Muritiba,BA,0.51,0.52,0.55
353210,Murutinga do Sul,SP,0.53,0.47,0.43
292240,Mutuipe,BA,0.52,0.7,0.63
314400,Mutum,MG,0.56,0.62,0.49
521410,Mutunopolis,GO,0.52,0.51,0.54
314410,Muzambinho,MG,0.51,0.56,0.46
314420,Nacip Raydan,MG,0.54,0.54,0.6
353215,Nantes,SP,0.38,0.49,0.35
314430,Nanuque,MG,0.6,0.65,0.5
431265,Nao-Me-Toque,RS,0.59,0.57,0.5
314435,Naque,MG,0.56,0.51,0.43
353220,Narandiba,SP,0.48,0.54,0.36
314437,Natalandia,MG,0.51,0.56,0.4
240810,Natal,RN,0.6,0.63,0.61
314440,Natercia,MG,0.47,0.6,0.4
353230,Natividade da Serra,SP,0.53,0.52,0.51
330310,Natividade,RJ,0.63,0.58,0.52
171420,Natividade,TO,0.59,0.6,0.59
250990,Natuba,PB,0.56,0.52,0.54
421130,Navegantes,SC,0.42,0.46,0.41
500570,Navirai,MS,0.54,0.54,0.47
292250,Nazare,BA,0.54,0.55,0.61
260950,Nazare da Mata,PE,0.6,0.55,0.49
220670,Nazare do Piaui,PI,0.56,0.57,0.56
314450,Nazareno,MG,0.45,0.48,0.47
353240,Nazare Paulista,SP,0.58,0.55,0.45
171430,Nazare,TO,0.57,0.56,0.52
251000,Nazarezinho,PB,0.52,0.56,0.52
220672,Nazaria,PI,0.4,0.51,0.5
521440,Nazario,GO,0.49,0.55,0.49
280440,Neopolis,SE,0.48,0.63,0.55
314460,Nepomuceno,MG,0.64,0.57,0.44
521450,Neropolis,GO,0.49,0.54,0.42
353250,Neves Paulista,SP,0.48,0.48,0.4
130300,Nhamunda,AM,0.61,0.55,0.65
353260,Nhandeara,SP,0.59,0.51,0.49
431267,Nicolau Vergueiro,RS,0.54,0.48,0.52
292260,Nilo Pecanha,BA,0.46,0.5,0.52
330320,Nilopolis,RJ,0.45,0.46,0.45
210720,Nina Rodrigues,MA,0.59,0.56,0.62
314465,Ninheira,MG,0.51,0.5,0.52
500580,Nioaque,MS,0.64,0.58,0.58
353270,Nipoa,SP,0.47,0.46,0.37
521460,Niquelandia,GO,0.54,0.62,0.53
240820,Nisia Floresta,RN,0.64,0.58,0.53
330330,Niteroi,RJ,0.57,0.58,0.59
510590,Nobres,MT,0.63,0.53,0.46
431270,Nonoai,RS,0.66,0.62,0.5
292265,Nordestina,BA,0.48,0.5,0.54
140040,Normandia,RR,0.81,0.81,0.7
510600,Nortelandia,MT,0.45,0.47,0.43
280445,Nossa Senhora Aparecida,SE,0.42,0.54,0.56
280450,Nossa Senhora da Gloria,SE,0.53,0.64,0.52
280460,Nossa Senhora das Dores,SE,0.53,0.58,0.51
411640,Nossa Senhora das Gracas,PR,0.47,0.38,0.33
280470,Nossa Senhora de Lourdes,SE,0.57,0.49,0.49
220675,Nossa Senhora de Nazare,PI,0.48,0.48,0.5
510610,Nossa Senhora do Livramento,MT,0.56,0.59,0.47
280480,Nossa Senhora do Socorro,SE,0.52,0.47,0.47
220680,Nossa Senhora dos Remedios,PI,0.45,0.54,0.48
411650,Nova Alianca do Ivai,PR,0.46,0.49,0.34
353280,Nova Alianca,SP,0.53,0.45,0.38
500600,Nova Alvorada do Sul,MS,0.6,0.57,0.58
431275,Nova Alvorada,RS,0.68,0.48,0.46
411660,Nova America da Colina,PR,0.4,0.45,0.36
521470,Nova America,GO,0.45,0.42,0.37
500620,Nova Andradina,MS,0.52,0.55,0.48
431280,Nova Araca,RS,0.46,0.6,0.45
521480,Nova Aurora,GO,0.45,0.47,0.43
411670,Nova Aurora,PR,0.51,0.59,0.55
510615,Nova Bandeirantes,MT,0.62,0.66,0.62
431290,Nova Bassano,RS,0.45,0.44,0.37
314467,Nova Belem,MG,0.39,0.69,0.5
431295,Nova Boa Vista,RS,0.44,0.36,0.4
110014,Nova Brasilandia D'Oeste,RO,0.52,0.55,0.56
510620,Nova Brasilandia,MT,0.54,0.55,0.64
431300,Nova Brescia,RS,0.55,0.62,0.58
353282,Nova Campina,SP,0.45,0.61,0.47
292270,Nova Canaa,BA,0.55,0.48,0.46
510621,Nova Canaa do Norte,MT,0.57,0.56,0.55
353284,Nova Canaa Paulista,SP,0.38,0.45,0.34
431301,Nova Candelaria,RS,0.45,0.49,0.41
411680,Nova Cantu,PR,0.58,0.62,0.48
353286,Nova Castilho,SP,0.49,0.43,0.36
210725,Nova Colinas,MA,0.6,0.73,0.54
521483,Nova Crixas,GO,0.52,0.59,0.48
240830,Nova Cruz,RN,0.58,0.59,0.52
314470,Nova Era,MG,0.54,0.54,0.47
421140,Nova Erechim,SC,0.51,0.5,0.44
150495,Nova Esperanca do Piria,PA,0.38,0.66,0.63
411695,Nova Esperanca do Sudoeste,PR,0.55,0.56,0.5
431303,Nova Esperanca do Sul,RS,0.59,0.49,0.45
411690,Nova Esperanca,PR,0.52,0.52,0.46
353290,Nova Europa,SP,0.5,0.46,0.39
292273,Nova Fatima,BA,0.64,0.54,0.43
411700,Nova Fatima,PR,0.61,0.57,0.45
251010,Nova Floresta,PB,0.52,0.49,0.51
330340,Nova Friburgo,RJ,0.54,0.54,0.51
521486,Nova Gloria,GO,0.46,0.55,0.47
353300,Nova Granada,SP,0.51,0.49,0.44
510880,Nova Guarita,MT,0.56,0.57,0.51
353310,Nova Guataporanga,SP,0.43,0.4,0.41
431306,Nova Hartz,RS,0.38,0.37,0.34
292275,Nova Ibia,BA,0.49,0.48,0.56
521487,Nova Iguacu de Goias,GO,0.7,0.56,0.39
330350,Nova Iguacu,RJ,0.49,0.51,0.48
353320,Nova Independencia,SP,0.43,0.46,0.36
210730,Nova Iorque,MA,0.52,0.67,0.53
150497,Nova Ipixuna,PA,0.51,0.58,0.59
353325,Novais,SP,0.35,0.43,0.45
421145,Nova Itaberaba,SC,0.59,0.59,0.55
292280,Nova Itarana,BA,0.45,0.56,0.55
510618,Nova Lacerda,MT,0.52,0.6,0.51
411705,Nova Laranjeiras,PR,0.53,0.65,0.56
314480,Nova Lima,MG,0.55,0.64,0.68
411710,Nova Londrina,PR,0.53,0.56,0.5
353330,Nova Luzitania,SP,0.46,0.45,0.35
110033,Nova Mamore,RO,0.51,0.66,0.52
510885,Nova Marilandia,MT,0.62,0.47,0.43
510890,Nova Maringa,MT,0.56,0.55,0.49
314490,Nova Modica,MG,0.62,0.58,0.5
510895,Nova Monte Verde,MT,0.38,0.58,0.51
510622,Nova Mutum,MT,0.53,0.56,0.51
510617,Nova Nazare,MT,0.62,0.5,0.55
353340,Nova Odessa,SP,0.41,0.45,0.41
510623,Nova Olimpia,MT,0.52,0.49,0.56
411720,Nova Olimpia,PR,0.53,0.54,0.4
230920,Nova Olinda,CE,0.52,0.65,0.57
210735,Nova Olinda do Maranhao,MA,0.45,0.68,0.47
130310,Nova Olinda do Norte,AM,0.56,0.68,0.63
251020,Nova Olinda,PB,0.59,0.59,0.52
171488,Nova Olinda,TO,0.55,0.62,0.52
431308,Nova Padua,RS,0.37,0.45,0.32
431310,Nova Palma,RS,0.6,0.52,0.53
251030,Nova Palmeira,PB,0.48,0.48,0.45
431320,Nova Petropolis,RS,0.51,0.47,0.44
314500,Nova Ponte,MG,0.51,0.6,0.52
314505,Nova Porteirinha,MG,0.35,0.62,0.41
411725,Nova Prata do Iguacu,PR,0.61,0.52,0.46
431330,Nova Prata,RS,0.47,0.52,0.43
431333,Nova Ramada,RS,0.77,0.6,0.5
292285,Nova Redencao,BA,0.51,0.54,0.5
314510,Nova Resende,MG,0.57,0.5,0.45
431335,Nova Roma do Sul,RS,0.49,0.42,0.44
521490,Nova Roma,GO,0.55,0.52,0.44
171500,Nova Rosalandia,TO,0.48,0.66,0.52
230930,Nova Russas,CE,0.61,0.62,0.5
411721,Nova Santa Barbara,PR,0.57,0.59,0.49
510619,Nova Santa Helena,MT,0.62,0.5,0.64
220795,Nova Santa Rita,PI,0.44,0.5,0.62
431337,Nova Santa Rita,RS,0.49,0.49,0.43
411722,Nova Santa Rosa,PR,0.5,0.49,0.41
314520,Nova Serrana,MG,0.43,0.61,0.35
292290,Nova Soure,BA,0.56,0.6,0.57
411727,Nova Tebas,PR,0.49,0.59,0.5
150500,Nova Timboteua,PA,0.54,0.48,0.52
421150,Nova Trento,SC,0.42,0.44,0.35
510624,Nova Ubirata,MT,0.7,0.55,0.5
313660,Nova Uniao,MG,0.48,0.59,0.41
110143,Nova Uniao,RO,0.54,0.56,0.47
320390,Nova Venecia,ES,0.56,0.59,0.48
521500,Nova Veneza,GO,0.52,0.47,0.43
421160,Nova Veneza,SC,0.47,0.47,0.39
292300,Nova Vicosa,BA,0.53,0.6,0.61
510625,Nova Xavantina,MT,0.56,0.58,0.53
171510,Novo Acordo,TO,0.64,0.77,0.55
130320,Novo Airao,AM,0.51,0.55,0.59
171515,Novo Alegre,TO,0.72,0.61,0.52
130330,Novo Aripuana,AM,0.6,0.64,0.57
431349,Novo Barreiro,RS,0.45,0.47,0.62
521520,Novo Brasil,GO,0.61,0.52,0.43
431339,Novo Cabrais,RS,0.52,0.52,0.42
314530,Novo Cruzeiro,MG,0.52,0.75,0.53
521523,Novo Gama,GO,0.47,0.5,0.46
431340,Novo Hamburgo,RS,0.53,0.54,0.53
292303,Novo Horizonte,BA,0.47,0.59,0.56
510627,Novo Horizonte do Norte,MT,0.5,0.44,0.49
110050,Novo Horizonte do Oeste,RO,0.54,0.63,0.51
500625,Novo Horizonte do Sul,MS,0.51,0.51,0.4
421165,Novo Horizonte,SC,0.49,0.53,0.39
353350,Novo Horizonte,SP,0.49,0.49,0.45
411729,Novo Itacolomi,PR,0.53,0.42,0.38
171525,Novo Jardim,TO,0.43,0.49,0.45
270560,Novo Lino,AL,0.66,0.54,0.55
431342,Novo Machado,RS,0.57,0.49,0.41
510626,Novo Mundo,MT,0.68,0.62,0.52
230940,Novo Oriente,CE,0.55,0.58,0.6
314535,Novo Oriente de Minas,MG,0.55,0.58,0.56
220690,Novo Oriente do Piaui,PI,0.44,0.51,0.51
521525,Novo Planalto,GO,0.49,0.45,0.49
150503,Novo Progresso,PA,0.52,0.56,0.54
150506,Novo Repartimento,PA,0.52,0.66,0.59
314537,Novorizonte,MG,0.45,0.46,0.43
510631,Novo Santo Antonio,MT,0.57,0.46,0.51
220695,Novo Santo Antonio,PI,0.54,0.56,0.56
510628,Novo Sao Joaquim,MT,0.54,0.65,0.48
431344,Novo Tiradentes,RS,0.52,0.47,0.4
292305,Novo Triunfo,BA,0.42,0.5,0.51
431346,Novo Xingu,RS,0.44,0.33,0.41
353360,Nuporanga,SP,0.52,0.5,0.45
150510,Obidos,PA,0.51,0.54,0.59
230945,Ocara,CE,0.45,0.58,0.53
353370,Ocaucu,SP,0.48,0.54,0.39
150520,Oeiras do Para,PA,0.48,0.52,0.56
220700,Oeiras,PI,0.56,0.64,0.58
160050,Oiapoque,AP,0.56,0.67,0.69
314540,Olaria,MG,0.56,0.59,0.41
353380,Oleo,SP,0.44,0.47,0.43
210740,Olho D'Agua das Cunhas,MA,0.45,0.6,0.53
270570,Olho D'Agua das Flores,AL,0.56,0.64,0.55
240840,Olho-D'Agua do Borges,RN,0.53,0.45,0.48
270580,Olho D'Agua do Casado,AL,0.63,0.6,0.54
220710,Olho D'Agua do Piaui,PI,0.44,0.51,0.56
270590,Olho D'Agua Grande,AL,0.52,0.66,0.59
251040,Olho D'Agua,PB,0.51,0.63,0.55
314545,Olhos-D'Agua,MG,0.44,0.42,0.46
353390,Olimpia,SP,0.49,0.59,0.43
