codigo,Espacialidades,UF,ESPVIDA1991,MORT1991,ESPVIDA2000,MORT12000,ESPVIDA2010,MORT12010
312080,Cruzilia,MG,67.66,34.44,70.78,26.36,76.17,13.6
312083,Cuparaque,MG,67.05,32.09,71.99,22.95,72.85,18.8
312087,Curral de Dentro,MG,65.22,61.23,64.69,47.21,70.51,23.2
312090,Curvelo,MG,69.69,33.77,70.42,27.4,76.05,13.8
312100,Datas,MG,68.83,41.7,66.23,41.28,70.36,23.5
312110,Delfim Moreira,MG,64.13,36.01,71.23,25.07,75.2,15
312120,Delfinopolis,MG,68.1,31.71,72.04,22.83,77.31,12
312125,Delta,MG,68.05,29.16,71.28,24.92,73.46,17.8
312130,Descoberto,MG,66.51,31.62,71.58,24.08,72.85,18.9
312140,Desterro de Entre Rios,MG,65.8,34.32,70.8,26.31,73.14,18.4
312150,Desterro do Melo,MG,67.58,34.2,70.93,25.92,73.53,17.7
312160,Diamantina,MG,66.29,34.76,69.83,29.2,75.33,14.8
312170,Diogo de Vasconcelos,MG,65.71,40.9,67.92,35.34,73.63,17.5
312180,Dionisio,MG,67.14,42.9,69.52,30.15,74.24,16.5
312190,Divinesia,MG,61.84,39.85,70.52,27.12,72.11,20.2
312200,Divino,MG,68.35,46.23,68.4,33.72,74.36,16.3
312210,Divino das Laranjeiras,MG,65.39,39.02,67.89,35.42,73.64,17.5
312220,Divinolandia de Minas,MG,68.83,40.92,70.53,27.1,73.72,17.4
312230,Divinopolis,MG,68.41,22.12,74.61,16.35,75.63,14.59
312235,Divisa Alegre,MG,63.52,57.6,65.91,42.48,68.39,27.8
312240,Divisa Nova,MG,65.54,30.63,70.23,27.97,73.03,18.5
312245,Divisopolis,MG,63.64,46.9,67.64,36.28,73.1,18.4
312247,Dom Bosco,MG,72.63,32.79,72.81,20.8,73.88,17.1
312250,Dom Cavati,MG,63.27,34.61,70.07,28.45,72.03,20.3
312260,Dom Joaquim,MG,66.49,45.97,67.78,35.81,74.12,16.7
312270,Dom Silverio,MG,67.58,35.21,71.23,25.07,75.8,14.1
312280,Dom Vicoso,MG,65.6,37.62,69.77,29.37,74.12,16.7
312290,Dona Eusebia,MG,65.71,38.62,70.55,27.05,75.45,14.6
312300,Dores de Campos,MG,66.4,31.98,72.68,21.12,74.4,16.3
312310,Dores de Guanhaes,MG,64.81,39.69,68.19,34.42,74.26,16.5
312320,Dores do Indaia,MG,65.8,30.51,69.92,28.9,75.4,14.7
312330,Dores do Turvo,MG,64.47,34.1,71.17,25.24,74.75,15.7
312340,Doresopolis,MG,69.69,27.85,72.33,22.06,77.11,12.3
312350,Douradoquara,MG,66.93,27.69,73.26,19.64,75.84,14.1
312352,Durande,MG,63.11,39.85,69.98,28.72,75.54,14.5
312360,Eloi Mendes,MG,66.93,29.4,72.75,20.95,75.26,14.9
312370,Engenheiro Caldas,MG,68.05,44.2,67.89,35.42,73.91,17.1
312380,Engenheiro Navarro,MG,68.35,34.41,69.91,28.94,72.44,19.6
312385,Entre Folhas,MG,67.17,33.25,70.07,28.45,72.5,19.5
312390,Entre Rios de Minas,MG,68.05,31.22,70.64,26.77,73.14,18.4
312400,Ervalia,MG,65.26,39.36,68.46,33.52,74.7,15.8
312410,Esmeraldas,MG,64.51,36.38,71,25.73,74.31,16.4
312420,Espera Feliz,MG,62.6,39.9,70.06,28.49,75.77,14.2
312430,Espinosa,MG,70.57,41.82,66.87,38.99,73.26,18.2
312440,Espirito Santo do Dourado,MG,66.93,29.2,71.55,24.17,75.81,14.1
312450,Estiva,MG,67.23,25.19,71.55,24.17,75.9,14
312460,Estrela Dalva,MG,61.84,34.59,71.23,25.07,77.04,12.4
312470,Estrela do Indaia,MG,69.36,35.54,72.21,22.38,77.49,11.8
312480,Estrela do Sul,MG,69.6,27.69,72.92,20.51,75.4,14.7
312490,Eugenopolis,MG,65.25,34.1,70.73,26.49,75.77,14.2
312500,Ewbank da Camara,MG,63.98,38.81,70.55,27.05,74.37,16.3
312510,Extrema,MG,68.1,32.32,70.66,26.71,75.95,13.9
312520,Fama,MG,63.94,30.63,73.96,17.89,76.77,12.7
312530,Faria Lemos,MG,67.36,35.29,68.4,33.72,73,18.6
312540,Felicio dos Santos,MG,65.6,41.7,66.7,39.59,72.61,19.3
312550,Sao Goncalo do Rio Preto,MG,67.36,47.68,68.42,33.65,73.91,17.1
312560,Felisburgo,MG,67.58,41.72,67.29,37.49,69.66,25
312570,Felixlandia,MG,62.8,37.2,70.42,27.4,73.9,17.1
312580,Fernandes Tourinho,MG,65.54,44.56,68.19,34.42,73.43,17.9
312590,Ferros,MG,69.15,34.23,69.52,30.15,74.24,16.5
312595,Fervedouro,MG,67.05,35.29,70.73,26.49,72.73,19.1
312600,Florestal,MG,67.68,27.03,73.9,18.05,75.69,14.3
312610,Formiga,MG,66.38,25.14,74.48,16.65,77.43,11.8
312620,Formoso,MG,65.6,39.85,69.52,30.15,75.04,15.3
312630,Fortaleza de Minas,MG,66.98,26.65,72.53,21.52,73.31,18.1
312640,Fortuna de Minas,MG,67.6,39.8,69.59,29.93,75.7,14.3
312650,Francisco Badaro,MG,65.65,38.54,68.72,32.68,72.57,19.4
312660,Francisco Dumont,MG,61.84,51.76,66.84,39.1,72.8,19
312670,Francisco Sa,MG,63.95,41.32,68.95,31.93,73.48,17.8
312675,Franciscopolis,MG,67.66,51.02,66.71,39.57,73.14,18.4
312680,Frei Gaspar,MG,70.57,46.96,67.29,37.49,72.96,18.7
312690,Frei Inocencio,MG,67.14,48.39,67.89,35.42,71.72,20.9
312695,Frei Lagonegro,MG,69.15,56.15,64.15,49.39,69.96,24.4
312700,Fronteira,MG,68.83,24.19,73.93,17.97,77.28,12
312705,Fronteira dos Vales,MG,66.29,49.41,68.4,33.72,73.8,17.3
312707,Fruta de Leite,MG,65.54,45.08,67.04,38.36,72.5,19.5
312710,Frutal,MG,64.47,23.72,74.8,15.91,76.92,12.5
312720,Funilandia,MG,62.8,39.72,69.98,28.72,75.66,14.3
312730,Galileia,MG,67.05,48.39,67.89,35.42,72.71,19.1
312733,Gameleiras,MG,66.38,49.78,67.88,35.47,72.74,19
312735,Glaucilandia,MG,68.83,41.22,68.95,31.93,73.72,17.4
312737,Goiabeira,MG,63.53,54.17,67.78,35.81,72.91,18.8
312738,Goiana,MG,67.14,38.37,69.83,29.2,75.1,15.2
312740,Goncalves,MG,68.83,29.37,73.04,20.19,74.96,15.4
312750,Gonzaga,MG,63.52,51.03,66.76,39.39,71.44,21.4
312760,Gouveia,MG,66.06,34.76,70.84,26.18,74.98,15.4
312770,Governador Valadares,MG,70.78,34.77,70.43,27.39,75.06,14.66
312780,Grao Mogol,MG,69.23,29.57,69.84,29.16,72.44,19.6
312790,Grupiara,MG,70.88,27.69,72.92,20.51,75.64,14.4
312800,Guanhaes,MG,64.08,41.16,67.89,35.43,74.22,16.6
312810,Guape,MG,63.22,29.4,72.25,22.25,74.86,15.6
312820,Guaraciaba,MG,67,48.64,66.35,40.87,72.61,19.3
312825,Guaraciama,MG,71.07,34.41,69.43,30.41,73.4,17.9
312830,Guaranesia,MG,64.01,26.88,71.94,23.1,75.7,14.3
312840,Guarani,MG,67.93,29.82,73.5,19.03,75.96,13.9
312850,Guarara,MG,70.39,38.9,70.6,26.9,73.1,18.4
312860,Guarda-Mor,MG,67.93,38.26,69.14,31.33,74.76,15.7
312870,Guaxupe,MG,68.74,23.03,73.65,18.66,77.81,11.3
312880,Guidoval,MG,67.93,38.81,70.52,27.12,75.22,15
312890,Guimarania,MG,63.22,25.23,73.57,18.86,74.51,16.1
312900,Guiricema,MG,68.74,29.92,71.9,23.2,73.74,17.4
312910,Gurinhata,MG,67,27.51,72.21,22.38,76.88,12.6
312920,Heliodora,MG,63.22,32.74,70.9,26.01,74.29,16.4
312930,Iapu,MG,65.22,30.27,70.07,28.45,74.12,16.7
312940,Ibertioga,MG,62.02,30.94,70.93,25.92,75.01,15.3
312950,Ibia,MG,66.91,28.85,72.45,21.73,77.62,11.6
312960,Ibiai,MG,62.54,33.27,69.91,28.94,72.71,19.1
312965,Ibiracatu,MG,67.48,47.65,66.84,39.1,72.17,20.1
312970,Ibiraci,MG,64.07,31.23,72.68,21.13,76.28,13.4
312980,Ibirite,MG,62.72,36.73,69.46,30.32,75.41,14.7
312990,Ibitiura de Minas,MG,65.71,27.22,72.38,21.91,73.14,18.4
313000,Ibituruna,MG,65.25,35.91,67.88,35.46,74.39,16.3
313005,Icarai de Minas,MG,66.67,35.57,69.06,31.6,72.96,18.7
313010,Igarape,MG,63.23,30.67,69.45,30.37,75.63,14.4
313020,Igaratinga,MG,67.84,32.68,69.62,29.84,75.54,14.5
313030,Iguatama,MG,65.51,34.11,72.33,22.06,74.51,16.1
313040,Ijaci,MG,61.46,30.8,70.68,26.66,75.37,14.8
313050,Ilicinea,MG,64.16,29.92,72.25,22.25,74.61,15.9
313055,Imbe de Minas,MG,64.56,48.84,68.41,33.68,69.66,25
313060,Inconfidentes,MG,60,31.31,72.38,21.91,75.59,14.4
313065,Indaiabira,MG,64.28,49.78,67.64,36.28,73.26,18.2
313070,Indianopolis,MG,58.42,29.94,72.42,21.8,75.06,15.2
313080,Ingai,MG,60.38,30.44,70.68,26.66,76.45,13.2
313090,Inhapim,MG,67.49,30.27,71.38,24.65,74.72,15.8
313100,Inhauma,MG,62.9,39.02,69.88,29.02,75.71,14.3
313110,Inimutaba,MG,67.38,48.33,67.54,36.62,73.61,17.6
313115,Ipaba,MG,65.44,37.85,68.41,33.68,74.72,15.8
313120,Ipanema,MG,64.56,39.02,70,28.66,75.87,14
313130,Ipatinga,MG,66.2,31.24,72.24,22.3,76.85,13.22
313140,Ipiacu,MG,62.94,28.23,72.21,22.38,73.82,17.2
313150,Ipuiuna,MG,58.14,29.33,73.83,18.21,76.98,12.4
313160,Irai de Minas,MG,60.38,34.92,70.58,26.93,75.84,14.1
313170,Itabira,MG,62.16,30.26,72.8,20.82,77.37,11.18
313180,Itabirinha,MG,67.38,39.02,70.06,28.49,75.3,14.9
313190,Itabirito,MG,64.16,28.67,70.36,27.59,74.68,15.8
313200,Itacambira,MG,57.86,36.92,69.84,29.16,72.44,19.6
313210,Itacarambi,MG,66.67,49.78,66.87,38.99,72.22,20
313220,Itaguara,MG,62.9,37.19,69.14,31.33,75.14,15.1
313230,Itaipe,MG,65.37,41.4,67.64,36.28,70.52,23.2
313240,Itajuba,MG,64.79,26.96,72.11,22.63,78.06,10.5
313250,Itamarandiba,MG,67.84,49.33,66.77,39.34,72.86,18.8
313260,Itamarati de Minas,MG,64.16,31.26,71.1,25.44,75.45,14.6
313270,Itambacuri,MG,64.56,51.88,66.84,39.1,72.05,20.3
313280,Itambe do Mato Dentro,MG,60.14,36.67,68.09,34.77,74.39,16.3
313290,Itamogi,MG,67.48,27.22,72.45,21.72,73.61,17.6
313300,Itamonte,MG,67.24,26.29,74.61,16.35,76.17,13.6
313310,Itanhandu,MG,60.41,33.31,72.83,20.74,77.23,12.1
313320,Itanhomi,MG,64.28,41.26,69.38,30.57,74.85,15.6
313330,Itaobim,MG,63.23,36.15,69.61,29.87,72.19,20
313340,Itapagipe,MG,62.94,28.14,73.97,17.88,76.64,12.9
313350,Itapecerica,MG,67.48,31.92,72.66,21.19,75.73,14.2
313360,Itapeva,MG,58.14,26.96,71.55,24.17,77.69,11.5
313370,Itatiaiucu,MG,64.43,37.19,68.7,32.74,75,15.3
313375,Itau de Minas,MG,68.45,32.79,71.33,24.78,76.74,12.8
313380,Itauna,MG,67.24,23.89,74.7,16.15,76.02,14.68
313390,Itaverava,MG,63.68,29.92,70.28,27.83,73.63,17.5
313400,Itinga,MG,67.38,48.82,66.88,38.95,72.83,18.9
313410,Itueta,MG,61.19,41.9,69.48,30.25,74.51,16.1
313420,Ituiutaba,MG,62.16,23.5,72.21,22.38,75.37,14.2
313430,Itumirim,MG,64.28,30.44,72.68,21.12,75.39,14.7
313440,Iturama,MG,68.45,27.4,72.96,20.4,75.88,14
313450,Itutinga,MG,65.44,32.79,72.21,22.38,77.67,11.5
313460,Jaboticatubas,MG,65.78,37.19,69.19,31.17,75.19,15
313470,Jacinto,MG,60.14,46.9,67.29,37.49,73.4,17.9
313480,Jacui,MG,64.63,34.36,72.27,22.21,73.61,17.6
313490,Jacutinga,MG,68.96,22.12,74.41,16.82,76.82,12.7
313500,Jaguaracu,MG,67.93,31.22,72.73,21,76.35,13.3
313505,Jaiba,MG,62.9,49.78,66.87,38.99,72.33,19.8
313507,Jampruca,MG,61.46,58.28,65.57,43.77,71.86,20.6
313510,Janauba,MG,59.9,35.21,69.57,29.98,72.74,19
313520,Januaria,MG,67.39,41.32,69.91,28.94,74.22,16.6
313530,Japaraiba,MG,61.19,41.05,69.98,28.75,75.62,14.4
313535,Japonvar,MG,62.9,42.63,66.84,39.1,72.17,20.1
313540,Jeceaba,MG,58.24,37.19,70.9,26,75.66,14.3
313545,Jenipapo de Minas,MG,61.46,55.86,66.6,39.97,72.59,19.3
313550,Jequeri,MG,67.93,41.28,66.35,40.87,72.61,19.3
313560,Jequitai,MG,63.68,33.27,70.44,27.36,72.79,19
313570,Jequitiba,MG,68.96,31.13,71.23,25.07,76.26,13.5
313580,Jequitinhonha,MG,63.98,35.5,69.26,30.97,73.99,16.9
313590,Jesuania,MG,62.02,29.1,71.53,24.22,74.88,15.5
313600,Joaima,MG,63.68,51.76,66.84,39.1,72.36,19.7
313610,Joanesia,MG,61.46,36.86,67.66,36.23,73.2,18.3
313620,Joao Monlevade,MG,60.38,28.64,74.64,16.27,75.93,13.9
313630,Joao Pinheiro,MG,64.63,35.94,71.46,24.42,72.25,19.9
313640,Joaquim Felicio,MG,64.07,44.53,68.19,34.42,74.44,16.2
313650,Jordania,MG,61.19,47.68,67.64,36.28,72.82,18.9
313652,Jose Goncalves de Minas,MG,66.71,51.17,66.6,39.97,70.81,22.6
313655,Jose Raydan,MG,66.1,51.03,67.14,38.02,72.94,18.7
313657,Josenopolis,MG,62.94,41.4,68.51,33.36,71.94,20.5
313660,Nova Uniao,MG,64.79,42.38,69.52,30.15,74.06,16.8
313665,Juatuba,MG,62.54,41.44,69.87,29.06,75.94,13.9
313670,Juiz de Fora,MG,62.94,29.5,72.03,22.86,75.65,15.42
313680,Juramento,MG,67.49,49.55,67.04,38.39,73.48,17.8
313690,Juruaia,MG,68.61,25.58,72.25,22.27,76.61,13
313695,Juvenilia,MG,65.37,55.03,65.35,44.61,71.57,21.2
313700,Ladainha,MG,67.49,52.85,65.71,43.25,70.26,23.8
313710,Lagamar,MG,67.39,38.26,69.19,31.17,75.31,14.8
313720,Lagoa da Prata,MG,66.91,36.74,69.92,28.9,74.89,15.5
313730,Lagoa dos Patos,MG,66.05,50.1,67.29,37.49,71.36,21.6
313740,Lagoa Dourada,MG,64.16,29.76,69.75,29.43,74.68,15.8
313750,Lagoa Formosa,MG,64.28,25.23,72.71,21.05,74.91,15.5
313753,Lagoa Grande,MG,67.84,39.16,69.11,31.42,73.72,17.4
313760,Lagoa Santa,MG,63.23,31.73,70.57,26.96,76.43,13.2
313770,Lajinha,MG,62.94,36.33,67.71,36.05,73.6,17.6
313780,Lambari,MG,65.71,29.1,72.83,20.74,77.23,12.1
313790,Lamim,MG,64.56,43.14,68.4,33.72,74.7,15.8
313800,Laranjal,MG,67.39,26.29,74.75,16.03,76.42,13.2
313810,Lassance,MG,58.14,33.81,68.48,33.47,72.71,19.1
313820,Lavras,MG,67.38,30.8,72.41,21.84,77.8,11.4
313830,Leandro Ferreira,MG,61.46,35.54,72.21,22.38,77.49,11.8
313835,Leme do Prado,MG,58.88,40.37,66.6,39.97,71.73,20.9
313840,Leopoldina,MG,59.9,31.26,72.35,22.01,77.04,12.4
313850,Liberdade,MG,59.74,28.82,73.24,19.69,75.01,15.3
313860,Lima Duarte,MG,60.41,29.36,70.45,27.32,76.68,12.9
313862,Limeira do Oeste,MG,63.98,32.3,72.96,20.4,75.04,15.3
313865,Lontra,MG,57.86,41.42,67.04,38.39,72.61,19.3
313867,Luisburgo,MG,65.37,47.71,67.89,35.42,73.53,17.7
313868,Luislandia,MG,62.83,41.32,67.04,38.39,72.96,18.7
313870,Luminarias,MG,60.41,30.44,70.77,26.4,74.27,16.5
313880,Luz,MG,62.83,30.51,71.3,24.87,75,15.3
313890,Machacalis,MG,65.25,55.86,65.68,43.34,71.96,20.4
313900,Machado,MG,65.78,30.63,72.1,22.67,75.9,14
313910,Madre de Deus de Minas,MG,60,39.8,70.06,28.49,76.38,13.3
313920,Malacacheta,MG,59.9,45.87,66.42,40.6,71.05,22.2
313925,Mamonas,MG,59.74,46.25,66.35,40.87,71.73,20.9
313930,Manga,MG,60,49.78,66.87,38.99,72.96,18.7
313940,Manhuacu,MG,66.91,31.23,73.36,19.38,75.35,14.8
313950,Manhumirim,MG,62.4,36.29,69.68,29.66,75.74,14.2
313960,Mantena,MG,65.22,37.85,68.58,33.15,73.16,18.3
313970,Maravilhas,MG,62.02,35.09,71.22,25.1,75.7,14.3
313980,Mar de Espanha,MG,59.74,34.59,69.11,31.42,74.51,16.1
313990,Maria da Fe,MG,66.91,41.42,69.2,31.15,75.53,14.5
314000,Mariana,MG,62.54,28.67,72.21,22.38,77.43,11.8
314010,Marilac,MG,66.61,55.23,66.72,39.52,71.86,20.6
314015,Mario Campos,MG,68.45,40.27,69.2,31.15,74.99,15.3
314020,Maripa de Minas,MG,68.61,38.9,70.6,26.9,75.84,14.1
314030,Marlieria,MG,62.16,34.59,69.98,28.72,75.29,14.9
314040,Marmelopolis,MG,66.5,41.42,69.77,29.37,73.36,18
314050,Martinho Campos,MG,63.23,31.98,69.92,28.9,75.61,14.4
314053,Martins Soares,MG,65.51,29.96,69.68,29.66,73.53,17.7
314055,Mata Verde,MG,62.72,63.87,64.15,49.39,69.92,24.4
314060,Materlandia,MG,62.83,55.12,66.76,39.39,71.16,22
314070,Mateus Leme,MG,61.69,40.84,70.43,27.39,75.36,14.8
314080,Matias Barbosa,MG,59.35,30.59,73.32,19.49,76.73,12.8
314085,Matias Cardoso,MG,60.96,49.78,67.88,35.47,72.96,18.7
314090,Matipo,MG,64.43,48.43,67.53,36.66,71.8,20.8
314100,Mato Verde,MG,61.91,41.82,68.01,35.03,72.33,19.8
314110,Matozinhos,MG,61.91,27.95,71.54,24.21,76.82,12.7
314120,Matutina,MG,56.93,30.59,72.92,20.51,76.53,13.1
314130,Medeiros,MG,59.56,27.82,74.07,17.63,76.04,13.8
314140,Medina,MG,63.43,46.9,68.19,34.42,74.27,16.5
314150,Mendes Pimentel,MG,61.59,36.56,67.9,35.41,71.09,22.1
314160,Merces,MG,60.27,38.81,70.52,27.12,74.85,15.6
314170,Mesquita,MG,61.15,47.45,67.66,36.23,72.76,19
314180,Minas Novas,MG,62.13,38.54,67.11,38.14,73.14,18.4
314190,Minduri,MG,60.99,34.44,71.7,23.77,73.32,18
314200,Mirabela,MG,58.64,41.4,67.04,38.39,72.61,19.3
314210,Miradouro,MG,57.99,39.93,69.35,30.68,74.64,15.9
314220,Mirai,MG,58.29,35.29,69.2,31.15,75.19,15
314225,Miravania,MG,60.07,35.57,69.91,28.94,71.88,20.6
314230,Moeda,MG,59.56,37.19,69.14,31.33,73.01,18.6
314240,Moema,MG,59.66,36.69,70.47,27.26,75.87,14
314250,Monjolos,MG,62.14,48.33,68.19,34.42,74.16,16.7
314260,Monsenhor Paulo,MG,59.23,32.52,72.25,22.25,75.32,14.8
314270,Montalvania,MG,59.23,49.78,67.88,35.47,72.96,18.7
314280,Monte Alegre de Minas,MG,65.95,29.94,70.42,27.4,75.86,14
314290,Monte Azul,MG,65.61,45.7,67.88,35.47,73.63,17.5
314300,Monte Belo,MG,62.17,40.79,70.23,27.97,75.82,14.1
314310,Monte Carmelo,MG,60.85,27.89,70.95,25.87,77.1,12.3
314315,Monte Formoso,MG,60.51,55.03,65.35,44.61,70.92,22.4
314320,Monte Santo de Minas,MG,57.69,32.71,72.25,22.27,77.46,11.8
314330,Montes Claros,MG,62.4,25.68,72.25,22.27,77.07,13.04
314340,Monte Siao,MG,59.23,25.32,75.37,14.62,77.69,11.5
314345,Montezuma,MG,59.56,49.78,67.04,38.39,73.55,17.6
314350,Morada Nova de Minas,MG,62.89,29.37,72.5,21.59,74.79,15.7
314360,Morro da Garca,MG,57.78,51.76,68.4,33.72,73.97,17
314370,Morro do Pilar,MG,62.56,45.97,67.78,35.81,73.55,17.6
314380,Munhoz,MG,61.79,33.96,70.67,26.69,74.25,16.5
314390,Muriae,MG,62.13,27.52,72.02,22.88,76.18,14.7
314400,Mutum,MG,57.78,41.9,70,28.66,74.3,16.4
314410,Muzambinho,MG,60.51,23.03,73.15,19.92,76.51,13.1
314420,Nacip Raydan,MG,63.61,41.2,69.12,31.41,74.85,15.6
314430,Nanuque,MG,62.96,33.77,70.42,27.4,76.02,13.8
314435,Naque,MG,57.34,47.76,68.4,33.72,74.32,16.4
314437,Natalandia,MG,59.56,35.54,70.43,27.39,75.78,14.2
314440,Natercia,MG,59.23,25.26,71.49,24.33,73.28,18.1
314450,Nazareno,MG,59.06,39.8,69.2,31.15,74.82,15.6
314460,Nepomuceno,MG,66.68,34.44,71.29,24.89,74.3,16.4
314465,Ninheira,MG,61.05,42,69.56,30.02,72.01,20.4
314467,Nova Belem,MG,59.19,58.28,65.35,44.61,71.06,22.2
314470,Nova Era,MG,59.31,31.98,72.64,21.23,74.48,16.2
314480,Nova Lima,MG,66.04,31.13,72.47,21.67,78.1,11.67
314490,Nova Modica,MG,58.21,44.56,66.72,39.52,71.72,20.9
314500,Nova Ponte,MG,62.64,30.23,73.33,19.45,75.08,15.2
314505,Nova Porteirinha,MG,59.23,37.65,67.88,35.47,73.63,17.5
314510,Nova Resende,MG,63.43,40.79,69.2,31.15,75.33,14.8
314520,Nova Serrana,MG,56.92,22.12,74.8,15.91,76.82,12.7
314530,Novo Cruzeiro,MG,63.97,49.72,66.88,38.95,72.83,18.9
314535,Novo Oriente de Minas,MG,62.13,62.1,64.94,46.2,70.26,23.8
314537,Novorizonte,MG,61.57,49.78,67.04,38.39,73.26,18.2
314540,Olaria,MG,59.31,38.81,70.55,27.05,74.37,16.3
314545,Olhos-D'Agua,MG,56.92,37,70.44,27.36,73.72,17.4
314550,Olimpio Noronha,MG,56.89,33.21,72.02,22.88,73.56,17.6
314560,Oliveira,MG,57.69,27,71.99,22.95,75.51,14.6
314570,Oliveira Fortes,MG,59.94,34.3,68.69,32.78,72.61,19.3
314580,Onca de Pitangui,MG,59.06,33.96,70.69,26.63,73.33,18
314585,Oratorios,MG,58.58,40.27,69.5,30.2,74.42,16.2
314587,Orizania,MG,62.39,48.87,65.91,42.48,71.67,21
314590,Ouro Branco,MG,60.68,30.8,72.03,22.86,77.31,12
314600,Ouro Fino,MG,60.68,24.42,74.57,16.44,76.66,12.9
314610,Ouro Preto,MG,67.15,34.5,70.26,27.88,75.03,15.3
314620,Ouro Verde de Minas,MG,59.56,51.02,66.71,39.57,72.35,19.7
314625,Padre Carvalho,MG,62.17,36.92,68.92,32.04,72.71,19.1
314630,Padre Paraiso,MG,62.17,42.76,67.64,36.29,72.83,18.9
314640,Paineiras,MG,62.4,29.37,73.9,18.05,74.41,16.2
314650,Pains,MG,57.3,27.89,74.36,16.95,77.43,11.8
314655,Pai Pedro,MG,62.52,57.6,64.94,46.2,70.62,23
314660,Paiva,MG,62.39,34.15,69.52,30.15,75.72,14.2
314670,Palma,MG,60.96,31.98,70.94,25.91,75.45,14.6
314675,Palmopolis,MG,61.16,51.02,65.44,44.27,69.29,25.8
314690,Papagaios,MG,59.56,36.67,68.43,33.62,74.96,15.4
314700,Paracatu,MG,56.04,34.87,70.66,26.71,76.22,13.5
314710,Para de Minas,MG,57.78,25.75,74.76,16,75.87,14
314720,Paraguacu,MG,62.96,30.67,73.96,17.89,75.98,13.9
314730,Paraisopolis,MG,58.2,25.17,72.85,20.69,76.11,13.7
314740,Paraopeba,MG,64.24,34.36,70.44,27.35,72.55,19.4
314750,Passabem,MG,63.3,36.67,67.78,35.81,72.23,20
314760,Passa Quatro,MG,58.31,31.23,72.83,20.74,76.59,13
314770,Passa Tempo,MG,59.76,28.78,71.99,22.95,73.46,17.8
314780,Passa-Vinte,MG,59.13,30.63,72.71,21.06,73.53,17.7
314790,Passos,MG,59.84,30.38,72.11,22.63,78.15,10.35
314795,Patis,MG,64.57,55.86,65.91,42.48,72.23,20
314800,Patos de Minas,MG,58.97,29.5,73.94,17.96,76.31,14.47
314810,Patrocinio,MG,62.79,27.69,74.37,16.92,76.14,13.6
314820,Patrocinio do Muriae,MG,64.24,32.81,72.02,22.88,72.78,19
314830,Paula Candido,MG,60.97,40.25,68.37,33.84,74.38,16.3
314840,Paulistas,MG,59.06,33.6,71.38,24.64,72.44,19.6
314850,Pavao,MG,62.15,35.5,69.76,29.4,73.77,17.3
314860,Pecanha,MG,59.32,51.39,66.85,39.05,72.23,20
314870,Pedra Azul,MG,56.81,46.9,67.75,35.91,72.79,19
314875,Pedra Bonita,MG,61.75,36.29,67.89,35.42,69.41,25.5
314880,Pedra do Anta,MG,62.4,48.43,68.4,33.72,74.26,16.5
314890,Pedra do Indaia,MG,58.21,27.89,73,20.29,75.6,14.4
314900,Pedra Dourada,MG,61.59,36.18,68.4,33.72,74.64,15.9
314910,Pedralva,MG,60.68,32.74,70.9,26.01,73.39,17.9
314915,Pedras de Maria da Cruz,MG,57.44,45.06,67.11,38.14,72.22,20
314920,Pedrinopolis,MG,65.03,25.18,72.99,20.33,76.29,13.4
314930,Pedro Leopoldo,MG,61.91,23.03,74,17.8,76.33,13.4
314940,Pedro Teixeira,MG,62.4,46.46,66.09,41.82,72.61,19.3
314950,Pequeri,MG,62.89,36.29,71.58,24.08,77.05,12.4
314960,Pequi,MG,58.95,30.55,72.15,22.54,73.47,17.8
314970,Perdigao,MG,61.05,27.2,74.36,16.95,75.6,14.4
314980,Perdizes,MG,59.19,24.08,72.99,20.33,77.8,11.4
314990,Perdoes,MG,58.5,27.2,74.7,16.15,77.69,11.5
314995,Periquito,MG,62.13,40.92,69.98,28.72,75.34,14.8
315000,Pescador,MG,63.41,44.56,68.69,32.77,74.85,15.6
315010,Piau,MG,63.93,29.36,71.58,24.08,74.42,16.2
315015,Piedade de Caratinga,MG,58.5,41.22,66.37,40.79,71.37,21.6
315020,Piedade de Ponte Nova,MG,63.76,44.53,68.19,34.42,73.14,18.4
315030,Piedade do Rio Grande,MG,67.01,40.36,68.19,34.42,74.22,16.6
315040,Piedade dos Gerais,MG,71.02,37.19,69.2,31.15,75.42,14.7
315050,Pimenta,MG,68.16,27.89,73,20.29,74.93,15.4
315053,Pingo-D'Agua,MG,70.03,34.02,68.41,33.68,69.63,25
315057,Pintopolis,MG,67.73,49.78,67.88,35.47,72.96,18.7
315060,Piracema,MG,69.46,35.91,69.2,31.16,73.54,17.7
315070,Pirajuba,MG,64.32,23.72,73.35,19.41,76.46,13.2
315080,Piranga,MG,67.76,39.99,67.42,37.06,72.96,18.7
315090,Pirangucu,MG,69.18,34,70.86,26.12,73.36,18
315100,Piranguinho,MG,69.71,34,70.86,26.12,75.45,14.6
315110,Pirapetinga,MG,69.46,31.26,71.1,25.44,75.45,14.6
315120,Pirapora,MG,69.51,33.27,69.43,30.42,74.65,15.9
315130,Pirauba,MG,65.43,29.82,73.71,18.52,75.56,14.5
315140,Pitangui,MG,66.4,25.75,75.21,14.97,77.22,12.1
315150,Piumhi,MG,67.76,29.12,74.07,17.63,77.7,11.5
315160,Planura,MG,67.76,26.38,72.83,20.73,76.1,13.7
315170,Poco Fundo,MG,67.99,30.83,72.88,20.6,76.95,12.5
315180,Pocos de Caldas,MG,68.84,20.7,75.98,13.27,77.31,11.27
