ID,Espacialidades,UF,Renda1991,Renda2000,Renda2010
240730,Marcelino Vieira,RN,77.64,148.78,279.42
292080,Marcionilio Souza,BA,81.71,166.14,201.52
230780,Marco,CE,106.61,156.45,266.87
220595,Marcolandia,PI,127.3,186.55,291.91
220600,Marcos Parente,PI,85.87,192.53,295.66
313980,Mar de Espanha,MG,254.21,459.37,598.93
411460,Marechal Candido Rondon,PR,413.67,669.62,1036.38
270470,Marechal Deodoro,AL,140.73,224.09,431.43
320334,Marechal Floriano,ES,271.9,484.9,683.63
120035,Marechal Thaumaturgo,AC,75.84,93.59,157.27
421055,Marema,SC,239.09,570.77,840.58
313990,Maria da Fe,MG,269.14,379.9,445.11
411470,Maria Helena,PR,192.38,255.89,552.13
411480,Marialva,PR,438.08,601.41,765.58
314000,Mariana,MG,325.58,424.84,641.84
431198,Mariana Pimentel,RS,278.23,445.93,628.63
431200,Mariano Moro,RS,380.95,648.81,925.46
171250,Marianopolis do Tocantins,TO,134.91,334.64,403.96
352890,Mariapolis,SP,400.6,336.55,565.58
270480,Maribondo,AL,144.68,206.13,297.05
330270,Marica,RJ,401.98,641.83,910.41
314010,Marilac,MG,136.71,213.32,354.33
411490,Marilandia do Sul,PR,195.82,397.74,497.15
320335,Marilandia,ES,270.45,363.52,510.91
411500,Marilena,PR,196.67,341.72,461.09
352900,Marilia,SP,679.59,830.87,953.2
411510,Mariluz,PR,244.97,306.51,466.87
411520,Maringa,PR,635.43,916.87,1202.63
352910,Marinopolis,SP,326.39,348.55,553.24
314015,Mario Campos,MG,212.94,332.05,551.93
411530,Mariopolis,PR,223.27,499.48,694.06
314020,Maripa de Minas,MG,252.96,499.84,510.92
411535,Maripa,PR,416.8,585.53,781.94
250910,Mari,PB,107.62,177.75,250.22
150442,Marituba,PA,188.99,254.86,382.02
250915,Marizopolis,PB,85.8,168.92,299.15
314030,Marlieria,MG,148.85,325.29,401.74
411540,Marmeleiro,PR,247.35,388.34,751.42
314040,Marmelopolis,MG,158.77,284.93,367.73
431205,Marques de Souza,RS,356.37,549.7,817.11
411545,Marquinho,PR,100.17,216.85,366.3
314050,Martinho Campos,MG,256.32,450.04,579.07
230790,Martinopole,CE,88.63,112.14,232.17
352920,Martinopolis,SP,443.09,458.48,636
240740,Martins,RN,121.31,193.98,295.35
314053,Martins Soares,MG,188.22,350.28,376.88
280400,Maruim,SE,139.5,187.52,314.55
411550,Marumbi,PR,263,356.39,642.72
270490,Mar Vermelho,AL,98.35,130.31,229.81
521290,Marzagao,GO,409.41,422.87,594.43
292090,Mascote,BA,97.57,143.91,272.97
230800,Massape,CE,144.95,136.36,231.47
220605,Massape do Piaui,PI,63.85,121.94,195.88
250920,Massaranduba,PB,109.15,155.26,247.98
421060,Massaranduba,SC,492.22,649.67,847.63
292100,Mata de Sao Joao,BA,185.79,261.1,451.9
270500,Mata Grande,AL,85.42,122.38,186.87
352930,Matao,SP,528.74,627.64,940.44
250930,Mataraca,PB,118.21,150.36,219.95
210640,Mata Roma,MA,60.19,105.16,161.49
431210,Mata,RS,294.36,335.21,484.75
314055,Mata Verde,MG,115.06,224.51,298.19
171270,Mateiros,TO,69.46,98.94,307.46
411560,Matelandia,PR,308.21,467.2,683.91
314060,Materlandia,MG,163.67,167.97,255.52
314070,Mateus Leme,MG,290.78,431,579.23
317150,Mathias Lobato,MG,157.3,243.21,326.18
314080,Matias Barbosa,MG,332.29,448.92,633.76
314085,Matias Cardoso,MG,100.68,127.67,303
220610,Matias Olimpio,PI,79.85,118.77,204.46
292105,Matina,BA,76.33,88.51,227.07
210650,Matinha,MA,70.3,112.95,294.51
250933,Matinhas,PB,77.16,137.42,217.6
411570,Matinhos,PR,460.42,567.59,814.03
314090,Matipo,MG,200.06,337.41,403.48
431213,Mato Castelhano,RS,231.41,472.19,862.71
210663,Matoes do Norte,MA,51.11,80.5,133.33
210660,Matoes,MA,83.76,113.76,202.66
250937,Mato Grosso,PB,71.27,149.13,271.56
431215,Mato Leitao,RS,360.6,422.72,708.43
431217,Mato Queimado,RS,173.24,342.88,629.4
411573,Mato Rico,PR,95.94,207.18,296.21
421070,Matos Costa,SC,228.43,337.46,402.83
314100,Mato Verde,MG,159.27,217.64,343.76
314110,Matozinhos,MG,261.61,464.35,584.15
521295,Matrincha,GO,257.19,299.66,458.45
270510,Matriz de Camaragibe,AL,102.61,131.88,231.82
510560,Matupa,MT,503.3,500.02,649.23
250939,Matureia,PB,99.22,112.72,230.63
314120,Matutina,MG,366.11,469.88,820.03
411575,Maua da Serra,PR,349.24,353.45,487.69
352940,Maua,SP,539.64,557.39,709.25
130290,Maues,AM,153.52,191.31,244.3
171280,Maurilandia do Tocantins,TO,123.63,120.08,233.68
521300,Maurilandia,GO,342.28,350.1,557.51
230810,Mauriti,CE,86.68,173.73,236.11
240750,Maxaranguape,RN,149.12,133.8,298.87
431220,Maximiliano de Almeida,RS,307.41,338.97,620.58
160040,Mazagao,AP,162.67,173.83,353.61
314130,Medeiros,MG,413.3,628.23,715.52
292110,Medeiros Neto,BA,207.13,304.05,392.49
411580,Medianeira,PR,417.54,547.46,914.67
150445,Medicilandia,PA,218.71,396.44,345.44
314140,Medina,MG,152.01,184.74,388.82
421080,Meleiro,SC,434.04,792.35,768.23
150450,Melgaco,PA,110.92,100.22,135.21
314150,Mendes Pimentel,MG,175.89,243.56,372.96
330280,Mendes,RJ,349.74,601.1,649.4
352950,Mendonca,SP,481.96,584.93,707.36
411585,Mercedes,PR,352.97,571.71,657.38
314160,Merces,MG,175.8,306.28,561.75
352960,Meridiano,SP,248.73,371.79,694.38
230820,Meruoca,CE,88.2,156.15,258.78
352965,Mesopolis,SP,168.75,325.84,530.46
314170,Mesquita,MG,158.94,299.61,424.12
330285,Mesquita,RJ,356.32,523.01,640.37
270520,Messias,AL,157.08,152.81,256.45
240760,Messias Targino,RN,105.86,168.81,350.8
220620,Miguel Alves,PI,95.39,112.85,220.05
292120,Miguel Calmon,BA,125.54,172.52,279.05
220630,Miguel Leao,PI,133.73,156.53,294.48
352970,Miguelopolis,SP,400.74,545.12,670.82
330290,Miguel Pereira,RJ,422.88,778.21,801.63
292130,Milagres,BA,136.6,207.62,313.88
230830,Milagres,CE,110.95,150.9,261.96
210667,Milagres do Maranhao,MA,81.65,102.76,144.42
230835,Milha,CE,69.44,157.76,260.95
220635,Milton Brandao,PI,45.25,64.91,154.73
521305,Mimoso de Goias,GO,166.16,210.5,474.44
320340,Mimoso do Sul,ES,194.18,364.86,523.04
521308,Minacu,GO,281.87,375.51,590.7
270530,Minador do Negrao,AL,105.59,128.64,231.37
431225,Minas do Leao,RS,255.49,346.5,815.23
314180,Minas Novas,MG,107.16,163.73,334.06
314190,Minduri,MG,195.55,394.44,404.95
352980,Mineiros do Tiete,SP,456.06,574.23,700.24
521310,Mineiros,GO,520.98,574.37,869.04
110120,Ministro Andreazza,RO,239.14,385.37,448.38
314200,Mirabela,MG,172.62,203.28,326.06
352990,Miracatu,SP,435.92,411.42,442.77
171320,Miracema do Tocantins,TO,524.73,528.85,533.46
330300,Miracema,RJ,283.56,468.5,608.62
210670,Mirador,MA,80.43,130.49,163.97
411590,Mirador,PR,193.16,310.21,474.75
314210,Miradouro,MG,164.86,308.44,443.39
353000,Mira Estrela,SP,225.97,362.58,613.14
431230,Miraguai,RS,186.63,261.97,820.8
230837,Miraima,CE,68.7,95.07,191.56
314220,Mirai,MG,247.77,380.65,493.91
210675,Miranda do Norte,MA,129.55,191.87,245.25
500560,Miranda,MS,254.52,324.28,424.44
260930,Mirandiba,PE,100.62,129.11,193.86
353010,Mirandopolis,SP,432.41,548.93,758.64
292140,Mirangaba,BA,89.17,124.74,193.47
171330,Miranorte,TO,347.35,361.49,410.45
292145,Mirante,BA,108.81,113.58,208.18
110130,Mirante da Serra,RO,139.31,356.77,527.79
353020,Mirante do Paranapanema,SP,270.57,395.02,516.3
411600,Miraselva,PR,269.85,431.03,600.03
353040,Mirassolandia,SP,297.93,329.46,639.58
510562,Mirassol D'Oeste,MT,407,450.84,718.18
353030,Mirassol,SP,528.45,665.53,841.27
314225,Miravania,MG,75.06,127.08,235.64
421085,Mirim Doce,SC,237.23,356.54,560.66
210680,Mirinzal,MA,122.17,162.57,239
411605,Missal,PR,351.94,481.13,678.96
230840,Missao Velha,CE,109.37,190.28,293.16
150460,Mocajuba,PA,137.93,166.53,229.18
353050,Mococa,SP,459.79,602.1,881.99
421090,Modelo,SC,291.9,447.96,858.23
314230,Moeda,MG,182.55,325.95,477.77
314240,Moema,MG,272.9,584.02,634.04
250940,Mogeiro,PB,78.43,132.42,227.05
353060,Mogi das Cruzes,SP,640.54,769.85,916.81
353070,Mogi Guacu,SP,558.55,701.05,802.19
353080,Moji Mirim,SP,643.76,826.96,945.62
521340,Moipora,GO,232.29,360.26,461.94
280410,Moita Bonita,SE,130.96,180.15,326.89
150470,Moju,PA,146.79,177.58,291.67
230850,Mombaca,CE,101.57,148.47,243.85
353090,Mombuca,SP,558.94,564.9,832.07
210690,Moncao,MA,96.72,132.84,178.1
353100,Moncoes,SP,295.31,407.89,755.2
421100,Mondai,SC,212.43,454.37,741.84
353110,Mongagua,SP,450.78,620.65,699.73
314250,Monjolos,MG,179.05,382.73,360.58
220640,Monsenhor Gil,PI,75.62,149.87,273.95
220650,Monsenhor Hipolito,PI,107.4,243.16,315.6
314260,Monsenhor Paulo,MG,350.03,489.44,555.78
230860,Monsenhor Tabosa,CE,74.4,118.01,237.18
250950,Montadas,PB,63.16,145.44,238.17
314270,Montalvania,MG,224.75,260.08,305.88
320350,Montanha,ES,241.21,414.43,547.46
240770,Montanhas,RN,125.52,149.68,249.75
431235,Montauri,RS,387.94,619.06,1091.01
521350,Monte Alegre de Goias,GO,150.87,183.46,317.66
314280,Monte Alegre de Minas,MG,402.17,445.54,619.1
280420,Monte Alegre de Sergipe,SE,101.65,145.16,229.3
220660,Monte Alegre do Piaui,PI,120.42,126.56,217.23
431237,Monte Alegre dos Campos,RS,165,225.01,508.71
353120,Monte Alegre do Sul,SP,396.21,661.96,861.61
150480,Monte Alegre,PA,149.37,181.61,231.65
240780,Monte Alegre,RN,113.82,160.22,292.15
353130,Monte Alto,SP,591.29,698.18,832.6
353140,Monte Aprazivel,SP,455.81,647.94,1032.05
314290,Monte Azul,MG,128.46,176.8,358.13
353150,Monte Azul Paulista,SP,498.48,650.41,765.11
431238,Monte Belo do Sul,RS,392.19,569.45,861.81
314300,Monte Belo,MG,244.69,419.3,539.84
421105,Monte Carlo,SC,222.49,290.66,449.82
314310,Monte Carmelo,MG,405.93,514.01,689.45
421110,Monte Castelo,SC,197.21,349.01,432.84
353160,Monte Castelo,SP,233.3,427.55,646.15
240790,Monte das Gameleiras,RN,96.81,114.56,261.41
171360,Monte do Carmo,TO,160.96,195.11,351.96
314315,Monte Formoso,MG,73.06,124.97,206.62
250960,Monte Horebe,PB,118.8,146.18,292.96
353170,Monteiro Lobato,SP,349.16,530.84,593.95
250970,Monteiro,PB,130.18,224.67,392.05
270540,Monteiropolis,AL,79.12,197.95,176.62
353180,Monte Mor,SP,444.68,528.16,674.23
110140,Monte Negro,RO,203.86,341.19,443.85
431240,Montenegro,RS,513.74,723.44,914.23
210700,Montes Altos,MA,97.22,162.6,221.57
292150,Monte Santo,BA,92.65,95.43,197.43
314320,Monte Santo de Minas,MG,312.93,494.1,584.09
171370,Monte Santo do Tocantins,TO,159.09,221.55,280.98
521370,Montes Claros de Goias,GO,339.85,387.32,637.58
314330,Montes Claros,MG,327.75,485.55,650.62
314340,Monte Siao,MG,374.05,779.5,760.69
314345,Montezuma,MG,91.23,177.59,308.78
521377,Montividiu do Norte,GO,160.82,192.97,291.78
521375,Montividiu,GO,313.23,485.95,791.6
230870,Morada Nova,CE,123.37,214.12,276.36
314350,Morada Nova de Minas,MG,257.12,348.28,577.61
230880,Moraujo,CE,104.99,104.84,174.55
261430,Moreilandia,PE,66.13,114.89,206.11
411610,Moreira Sales,PR,230.34,348.01,528.33
260940,Moreno,PE,170.26,201.82,356.7
431242,Mormaco,RS,210.03,416.28,775.77
292160,Morpara,BA,101.1,159.08,224.53
411620,Morretes,PR,307.26,439.03,665.51
230890,Morrinhos,CE,90.25,133.07,208.9
431244,Morrinhos do Sul,RS,241.54,309.65,705.78
521380,Morrinhos,GO,354.15,693.12,792.66
521385,Morro Agudo de Goias,GO,230.15,273.24,441.44
353190,Morro Agudo,SP,502.74,578.08,687.37
220665,Morro Cabeca no Tempo,PI,58.71,79.27,150.52
421120,Morro da Fumaca,SC,491.84,553.67,759.25
314360,Morro da Garca,MG,143.46,274.85,376.88
292170,Morro do Chapeu,BA,139.12,209.75,250.88
220667,Morro do Chapeu do Piaui,PI,68.56,84.08,225.37
314370,Morro do Pilar,MG,182.03,331.05,382.62
421125,Morro Grande,SC,357.5,327.39,809.37
431245,Morro Redondo,RS,256.62,505.26,701.43
431247,Morro Reuter,RS,362.4,671.02,767.55
210710,Morros,MA,109.19,88.79,164.07
292180,Mortugaba,BA,111.13,181.63,330.3
353200,Morungaba,SP,524.14,688.78,733.72
521390,Mossamedes,GO,216.55,411.38,607.34
240800,Mossoro,RN,258.72,359.78,600.28
431250,Mostardas,RS,412.92,403.81,627.16
353205,Motuca,SP,510.7,430,567.17
521400,Mozarlandia,GO,265.55,379.08,562.97
150490,Muana,PA,174.26,166.11,230.14
140030,Mucajai,RR,231.77,335.18,487.66
230900,Mucambo,CE,90.69,153.91,269.65
292190,Mucuge,BA,140.07,148.27,312.35
431260,Mucum,RS,476.39,613.02,887.43
292200,Mucuri,BA,205.7,350.61,546.41
320360,Mucurici,ES,255.6,209.38,372.63
431261,Muitos Capoes,RS,235.86,412.22,666.24
431262,Muliterno,RS,223.76,343.38,799.52
230910,Mulungu,CE,129.1,179.49,246.35
292205,Mulungu do Morro,BA,94.27,100.94,199.94
250980,Mulungu,PB,91.14,156.11,242.9
292210,Mundo Novo,BA,111.97,172.29,346.89
521405,Mundo Novo,GO,262.4,286.61,434.73
500568,Mundo Novo,MS,329.87,445.78,652.56
411630,Munhoz de Melo,PR,224.5,443.62,637.77
314380,Munhoz,MG,268.43,449.99,412.79
292220,Muniz Ferreira,BA,112.84,171.73,297.78
320370,Muniz Freire,ES,200.73,467.1,421.86
292225,Muquem de Sao Francisco,BA,90.26,148.2,166.67
320380,Muqui,ES,237.42,427.99,528.68
314390,Muriae,MG,363.56,498.08,758.46
280430,Muribeca,SE,109.15,165.67,286.8
270550,Murici,AL,115.1,155.8,233.16
220669,Murici dos Portelas,PI,60.56,110.73,167.87
171395,Muricilandia,TO,179.32,190.55,234.22
292230,Muritiba,BA,160.47,236.55,401.14
353210,Murutinga do Sul,SP,371,458.15,636.47
292240,Mutuipe,BA,118.11,336.68,374.8
314400,Mutum,MG,153.76,422.44,415.41
521410,Mutunopolis,GO,186.17,311.87,512.49
314410,Muzambinho,MG,340.26,652.75,719.94
314420,Nacip Raydan,MG,148.81,197.58,429.34
353215,Nantes,SP,224.73,354.47,472.28
314430,Nanuque,MG,271.4,451.81,505.55
431265,Nao-Me-Toque,RS,481.81,687.8,1051.05
314435,Naque,MG,212.12,236.44,408.75
353220,Narandiba,SP,252.57,334.54,482.74
314437,Natalandia,MG,216.46,285.13,431.11
240810,Natal,RN,496.15,673.38,950.34
314440,Natercia,MG,226.4,595.62,541.69
353230,Natividade da Serra,SP,244.39,341.47,496.93
330310,Natividade,RJ,294.01,479.68,653.23
171420,Natividade,TO,187.5,282.97,446.32
250990,Natuba,PB,102.74,130.95,198.68
421130,Navegantes,SC,375.15,473.99,756.39
500570,Navirai,MS,354.92,444.47,683.86
292250,Nazare,BA,172.86,214.99,421.82
260950,Nazare da Mata,PE,202.36,243.19,351.46
220670,Nazare do Piaui,PI,72.7,111.81,218.07
314450,Nazareno,MG,180.66,305.48,491.13
353240,Nazare Paulista,SP,374.05,427.04,554.18
171430,Nazare,TO,110.07,156.2,302.39
251000,Nazarezinho,PB,68.69,116.5,213.53
220672,Nazaria,PI,81.85,127.18,239.37
521440,Nazario,GO,222.55,413.83,631.12
280440,Neopolis,SE,146.76,193.21,286.69
314460,Nepomuceno,MG,328.85,429.72,480.79
521450,Neropolis,GO,293.96,458.18,555.47
353250,Neves Paulista,SP,424.18,623.92,784.55
130300,Nhamunda,AM,136.69,136.82,195.12
353260,Nhandeara,SP,510.14,614.6,878.42
431267,Nicolau Vergueiro,RS,262.27,455.46,974.79
292260,Nilo Pecanha,BA,119.94,139.29,218.32
330320,Nilopolis,RJ,417.5,599,755.26
210720,Nina Rodrigues,MA,64.83,92.72,152.75
314465,Ninheira,MG,114.3,159.46,210.17
500580,Nioaque,MS,218.63,294.35,480.75
353270,Nipoa,SP,348.59,423.46,628.33
521460,Niquelandia,GO,241.99,397.1,659.49
240820,Nisia Floresta,RN,206.79,253.44,337.75
330330,Niteroi,RJ,1090.93,1596.51,2000.29
510590,Nobres,MT,296.07,339.34,533.53
431270,Nonoai,RS,322.44,399.45,634.06
292265,Nordestina,BA,74.07,117.63,187.22
140040,Normandia,RR,109.61,118,203.43
510600,Nortelandia,MT,226.95,288.55,466.17
280445,Nossa Senhora Aparecida,SE,113.43,134.68,289.16
280450,Nossa Senhora da Gloria,SE,142.06,224.68,316.84
280460,Nossa Senhora das Dores,SE,164.51,187.89,294.53
411640,Nossa Senhora das Gracas,PR,263.65,296.71,547.55
280470,Nossa Senhora de Lourdes,SE,182.1,216.07,261.29
220675,Nossa Senhora de Nazare,PI,89.68,100.75,256.22
510610,Nossa Senhora do Livramento,MT,162.95,248.21,335.56
280480,Nossa Senhora do Socorro,SE,163.37,234.39,379.98
220680,Nossa Senhora dos Remedios,PI,65.6,111.98,183.4
411650,Nova Alianca do Ivai,PR,192.18,369.99,528.26
353280,Nova Alianca,SP,458.09,523.59,662.48
500600,Nova Alvorada do Sul,MS,384.42,471.28,830.08
431275,Nova Alvorada,RS,452.29,526.99,925.66
411660,Nova America da Colina,PR,188.71,317.77,472.29
521470,Nova America,GO,206.45,279.46,447.78
500620,Nova Andradina,MS,326.96,509.77,688.15
431280,Nova Araca,RS,495.77,1021.93,1134.76
521480,Nova Aurora,GO,203.07,453.01,635.99
411670,Nova Aurora,PR,271.07,513.69,734.83
510615,Nova Bandeirantes,MT,296.87,280.76,608.32
431290,Nova Bassano,RS,449.32,822.81,1010.72
314467,Nova Belem,MG,86.03,269.65,265.9
431295,Nova Boa Vista,RS,252.53,381.15,928.49
110014,Nova Brasilandia D'Oeste,RO,109.75,300.74,499.59
510620,Nova Brasilandia,MT,203.11,298.15,526.35
431300,Nova Brescia,RS,448.17,962.07,1452.06
353282,Nova Campina,SP,142.8,325.73,330.03
292270,Nova Canaa,BA,128.82,157.81,251.9
510621,Nova Canaa do Norte,MT,230.9,401.28,591.9
353284,Nova Canaa Paulista,SP,150.32,313.59,526.58
431301,Nova Candelaria,RS,173.42,427.21,1120.1
411680,Nova Cantu,PR,244.94,324.58,446.81
353286,Nova Castilho,SP,300.03,302.86,600.13
210725,Nova Colinas,MA,33.24,88.99,181.59
521483,Nova Crixas,GO,289.26,380.58,531.22
240830,Nova Cruz,RN,133.72,168.55,313.34
314470,Nova Era,MG,368.1,435.88,532.58
421140,Nova Erechim,SC,327.99,614.06,944.83
150495,Nova Esperanca do Piria,PA,119.58,168.49,160.34
411695,Nova Esperanca do Sudoeste,PR,136.75,372.13,678.29
431303,Nova Esperanca do Sul,RS,336.27,390.57,717.7
411690,Nova Esperanca,PR,383.76,498.78,719.26
353290,Nova Europa,SP,561.07,552.2,697.32
292273,Nova Fatima,BA,236.95,228.02,287.32
411700,Nova Fatima,PR,365.05,474.45,555.2
251010,Nova Floresta,PB,115.91,165.7,287.45
330340,Nova Friburgo,RJ,521.73,723.34,894.75
521486,Nova Gloria,GO,193.64,289.95,476.52
353300,Nova Granada,SP,453.79,495.33,737.29
510880,Nova Guarita,MT,249.77,332.43,520.94
353310,Nova Guataporanga,SP,215.98,312.67,652.36
431306,Nova Hartz,RS,368.24,459.19,600
292275,Nova Ibia,BA,118.91,160.32,378.1
521487,Nova Iguacu de Goias,GO,255.32,315.74,435.91
330350,Nova Iguacu,RJ,325.36,474.8,591
353320,Nova Independencia,SP,242.79,303.41,533.68
210730,Nova Iorque,MA,66.15,155.12,257.61
150497,Nova Ipixuna,PA,143.98,259.31,315.1
353325,Novais,SP,275.53,308.88,671.15
421145,Nova Itaberaba,SC,274.6,460.71,868.83
292280,Nova Itarana,BA,86.86,143.41,188.86
510618,Nova Lacerda,MT,164.46,448.85,437.33
411705,Nova Laranjeiras,PR,114.36,308.58,366.26
314480,Nova Lima,MG,475.88,829.3,1731.84
411710,Nova Londrina,PR,380.17,523.92,777.47
353330,Nova Luzitania,SP,319.92,443.61,643.07
110033,Nova Mamore,RO,199.35,269.78,377.34
510885,Nova Marilandia,MT,397.9,463.96,550.29
510890,Nova Maringa,MT,397.9,456.34,629.46
314490,Nova Modica,MG,162.06,245.27,355.66
510895,Nova Monte Verde,MT,195.99,364.36,586.65
510622,Nova Mutum,MT,428.82,724.12,982.9
510617,Nova Nazare,MT,119.86,263.15,381.54
353340,Nova Odessa,SP,554.61,671.86,878.14
510623,Nova Olimpia,MT,343.18,390.8,639.03
411720,Nova Olimpia,PR,290.45,379.91,619.47
230920,Nova Olinda,CE,95.93,198.86,272.1
210735,Nova Olinda do Maranhao,MA,91.57,139.64,225.16
130310,Nova Olinda do Norte,AM,181.11,203.68,232.07
251020,Nova Olinda,PB,69.68,118.2,255.69
171488,Nova Olinda,TO,183.38,285.24,365.84
431308,Nova Padua,RS,405.83,1011.01,914.36
431310,Nova Palma,RS,325.08,561.85,915.86
251030,Nova Palmeira,PB,101.75,156.73,272.29
431320,Nova Petropolis,RS,550.08,799.96,994.67
314500,Nova Ponte,MG,427.62,618.31,771.68
314505,Nova Porteirinha,MG,120.08,235.85,302.09
411725,Nova Prata do Iguacu,PR,235.52,381.36,668.06
431330,Nova Prata,RS,499.27,758.82,1039.74
431333,Nova Ramada,RS,496.5,433.05,861.28
292285,Nova Redencao,BA,97.27,143.37,222.33
314510,Nova Resende,MG,320.01,491.86,576.41
431335,Nova Roma do Sul,RS,434.07,633.53,1120.95
521490,Nova Roma,GO,164.83,170.82,323.19
171500,Nova Rosalandia,TO,202.2,309.21,299.38
230930,Nova Russas,CE,124.88,202.62,304.52
411721,Nova Santa Barbara,PR,264.82,348.56,511.42
510619,Nova Santa Helena,MT,386.96,341.35,824.04
220795,Nova Santa Rita,PI,63,93.21,202.99
431337,Nova Santa Rita,RS,386.47,555.27,686.87
411722,Nova Santa Rosa,PR,336.27,486.03,758.84
314520,Nova Serrana,MG,370.14,735.92,659.74
292290,Nova Soure,BA,129.33,144.22,241.71
411727,Nova Tebas,PR,116.91,249.56,408.22
150500,Nova Timboteua,PA,154.32,188.95,267.59
421150,Nova Trento,SC,382.29,552.05,847.77
510624,Nova Ubirata,MT,628.48,614.5,599.32
313660,Nova Uniao,MG,158.5,330.45,387.68
110143,Nova Uniao,RO,113.92,244.26,352.24
320390,Nova Venecia,ES,248.41,433.36,592.06
521500,Nova Veneza,GO,227.9,320.19,521.4
421160,Nova Veneza,SC,418.49,639.47,805.79
292300,Nova Vicosa,BA,209.73,255.08,476.79
510625,Nova Xavantina,MT,321.34,473.72,674.44
171510,Novo Acordo,TO,137.51,293.96,374.83
130320,Novo Airao,AM,146.24,190.48,246.44
171515,Novo Alegre,TO,184.7,230.74,433.31
130330,Novo Aripuana,AM,194.68,206.15,219.69
431349,Novo Barreiro,RS,113.23,253.39,768.98
521520,Novo Brasil,GO,285.74,359.16,588.85
431339,Novo Cabrais,RS,270.4,294.08,611.08
314530,Novo Cruzeiro,MG,98.15,246.23,264.66
521523,Novo Gama,GO,313.15,377.16,498.44
431340,Novo Hamburgo,RS,613.52,770.02,1011.62
292303,Novo Horizonte,BA,144.8,213.91,257.12
510627,Novo Horizonte do Norte,MT,185.53,292.23,463.77
110050,Novo Horizonte do Oeste,RO,76.31,396.64,346.38
500625,Novo Horizonte do Sul,MS,152.64,242.88,472.75
421165,Novo Horizonte,SC,244.17,430.44,623.51
353350,Novo Horizonte,SP,438.12,588.28,806.75
411729,Novo Itacolomi,PR,197.14,243.65,553.56
171525,Novo Jardim,TO,90.14,203.95,259.32
270560,Novo Lino,AL,170.1,200.13,239.75
431342,Novo Machado,RS,216.28,328.68,531.07
510626,Novo Mundo,MT,275.89,365.68,461.47
230940,Novo Oriente,CE,100.41,153.42,247.79
314535,Novo Oriente de Minas,MG,142.25,153.25,274.37
220690,Novo Oriente do Piaui,PI,87.88,161.75,240.65
521525,Novo Planalto,GO,265.45,249.7,387.14
150503,Novo Progresso,PA,357.61,477.47,658.31
150506,Novo Repartimento,PA,126.77,179.4,256.37
314537,Novorizonte,MG,116.34,199.45,299.95
510631,Novo Santo Antonio,MT,184.45,149.42,428.26
220695,Novo Santo Antonio,PI,62.87,73.02,224.54
510628,Novo Sao Joaquim,MT,267.28,478.99,480.73
431344,Novo Tiradentes,RS,153.73,215.15,548.05
292305,Novo Triunfo,BA,73.11,125.05,194.56
431346,Novo Xingu,RS,176.45,359.08,847.22
353360,Nuporanga,SP,493.3,604.31,751.92
150510,Obidos,PA,157.66,162.15,255.03
230945,Ocara,CE,75.9,111.36,208.77
353370,Ocaucu,SP,270.69,496.54,547.66
150520,Oeiras do Para,PA,154.44,140.36,181.86
220700,Oeiras,PI,138.31,216.14,376.95
160050,Oiapoque,AP,333.21,526.35,598.38
314540,Olaria,MG,178.86,371.1,423.44
353380,Oleo,SP,292.95,348.31,676.94
210740,Olho D'Agua das Cunhas,MA,107,140.96,247.36
270570,Olho D'Agua das Flores,AL,149.47,192.01,274.46
240840,Olho-D'Agua do Borges,RN,112.12,175.3,290.17
270580,Olho D'Agua do Casado,AL,140.74,170.87,211.97
220710,Olho D'Agua do Piaui,PI,77.69,108.11,225.8
270590,Olho D'Agua Grande,AL,73.67,98.98,151.62
251040,Olho D'Agua,PB,87.51,99.51,220.96
314545,Olhos-D'Agua,MG,121.79,141.47,348.9
353390,Olimpia,SP,482.91,696.23,783.14
314550,Olimpio Noronha,MG,313.78,318.46,475.23
210745,Olinda Nova do Maranhao,MA,55.91,106.94,173.63
260960,Olinda,PE,431.89,514.93,640.13
292310,Olindina,BA,103.96,172.17,222.62
251050,Olivedos,PB,94.83,192.94,217.32
171550,Oliveira de Fatima,TO,154.63,457.93,396.97
292320,Oliveira dos Brejinhos,BA,82.8,133.23,220.72
314570,Oliveira Fortes,MG,177.94,232.74,369.25
314560,Oliveira,MG,281.88,465.21,588.2
270600,Olivenca,AL,72.42,82.3,195.19
314580,Onca de Pitangui,MG,206.26,403.73,446.23
353400,Onda Verde,SP,382.35,402.55,597.67
314585,Oratorios,MG,184.29,187.97,395.74
353410,Oriente,SP,356.06,508.42,694.16
353420,Orindiuva,SP,505.05,576.51,699.63
150530,Oriximina,PA,217.15,264.69,332.29
314587,Orizania,MG,148.2,238.58,247.35
521530,Orizona,GO,241.56,476.94,714.39
353430,Orlandia,SP,600.97,679.45,934.54
421170,Orleans,SC,351.52,560.34,844.35
260970,Orobo,PE,117.36,157.26,237.64
260980,Oroco,PE,147.39,201.72,224.41
230950,Oros,CE,117.28,154.32,298.84
411730,Ortigueira,PR,164.45,233.99,408.86
353440,Osasco,SP,679.13,780.28,1003.4
353450,Oscar Bressane,SP,329.32,543.29,675.35
431350,Osorio,RS,523.37,660.42,957.94
353460,Osvaldo Cruz,SP,459.17,627.91,797.55
421175,Otacilio Costa,SC,382.04,511.43,677.67
150540,Ourem,PA,132.73,175.16,285.61
292330,Ouricangas,BA,113.79,133.08,281.59
260990,Ouricuri,PE,123.39,208.37,291.75
