Codigo,Espacialidades,UF,PercentDe25AnosOuMaisComSuperiorCompleto1991,PercentDe25AnosOuMaisComSuperiorCompleto2000,PercentDe25AnosOuMaisComSuperiorCompleto2010,ExpectativaDeAnosDeEstudo1991,ExpectativaDeAnosDeEstudo2000,ExpectativaDeAnosDeEstudo2010
290540,Cairu,BA,1.21,1.33,5.27,3.13,5.41,7.89
350910,Caiua,SP,1.18,2.33,4.87,8.79,10.75,11.4
350920,Cajamar,SP,3.99,2.6,6.52,8.54,9.82,10.45
210240,Cajapio,MA,0.1,0.17,2.56,4.09,6.1,9.02
210250,Cajari,MA,,0.13,1.37,4.93,5.38,7.61
350925,Cajati,SP,1.4,2.8,6.18,9.42,8.89,10.39
220207,Cajazeiras do Piaui,PI,,0.08,3.89,5.98,5.34,8.14
250370,Cajazeiras,PB,5.63,5.44,8.49,6.66,7.92,9.92
250375,Cajazeirinhas,PB,,,2.1,1.97,4.73,8.32
350930,Cajobi,SP,2.47,4.31,8.59,9.81,10.36,11.75
270130,Cajueiro,AL,0.67,0.77,1.93,3.77,5.75,8.78
220208,Cajueiro da Praia,PI,,0.64,3.16,3.24,5.9,8.89
311020,Cajuri,MG,1.29,3.28,5.1,8.41,8.76,9.7
350940,Cajuru,SP,4.72,6.66,9.52,9.52,9.39,9.92
260330,Calcado,PE,1,0.28,2.21,7,7.91,9.83
160020,Calcoene,AP,0.74,0.55,3.65,6.28,7.68,8.9
250380,Caldas Brandao,PB,0.75,0.31,2.7,5.69,5.88,8.87
311030,Caldas,MG,3.49,3.57,5.88,8.43,9.19,8.36
520450,Caldas Novas,GO,3.02,3.81,9.87,8.53,9.13,10.48
520455,Caldazinha,GO,,0.47,5.58,7.33,8.14,8.19
290550,Caldeirao Grande,BA,,,1.41,4.61,7.74,8.25
220209,Caldeirao Grande do Piaui,PI,0.58,1.2,3.53,2.28,5.75,10.57
410350,California,PR,2.58,4.65,8.27,10.41,11,10.58
420315,Calmon,SC,1.35,1.27,2.8,6.9,7.55,9.72
260340,Calumbi,PE,0.86,1.28,2.15,7.25,7.71,9.9
290560,Camacan,BA,0.45,0.59,2.4,4.82,6.79,7.41
290570,Camacari,BA,0.98,1.43,5.24,6.53,8.37,9.24
311040,Camacho,MG,0.43,2.1,4.62,6.79,10.38,9.91
250390,Camalau,PB,0.38,0.79,3.08,5.28,5.52,8
290580,Camamu,BA,0.11,0.48,3.13,4.14,5.11,8.17
311050,Camanducaia,MG,3.69,3.28,6.67,7.5,8.19,8.25
500260,Camapua,MS,4.44,2.7,7.8,7.91,10.06,9.65
430350,Camaqua,RS,3.7,4.02,7.84,10.31,9.35,10.19
260345,Camaragibe,PE,1.94,3.29,5.12,7.79,8.82,9.82
430355,Camargo,RS,0.86,2.76,7.14,10.01,10.75,10.06
430360,Cambara do Sul,RS,1.12,3.06,6.68,9.93,9.77,10.07
410360,Cambara,PR,5.69,6.7,10.63,10.58,10.69,10.52
410370,Cambe,PR,3.6,4.84,8.84,10.09,10.38,9.94
410380,Cambira,PR,3.62,4.67,6.91,9.47,11.23,10.61
420320,Camboriu,SC,1.93,1.36,5.62,9.94,8.68,9.15
330090,Cambuci,RJ,2.76,2.68,5.69,6.75,8.26,9.5
311060,Cambui,MG,3.67,4.85,8.18,8.7,10.02,10.12
311070,Cambuquira,MG,4.67,6.4,9.09,7.8,7.95,9.44
150210,Cameta,PA,0.47,1.12,3.15,5.66,6.17,8.58
230260,Camocim,CE,0.65,1.76,3.32,5.32,7.37,9.95
260350,Camocim de Sao Felix,PE,0.81,1.59,3.05,8.25,7.03,8.68
311080,Campanario,MG,,1,6.02,7.25,9.34,8.37
311090,Campanha,MG,6.98,7.53,10,8.3,8.14,8.76
270135,Campestre,AL,0.5,1.57,2.8,7.59,6.37,8.59
430367,Campestre da Serra,RS,1.22,0.57,2.29,11.78,11.49,10.43
520460,Campestre de Goias,GO,,0.32,2.41,7.7,8.92,9.51
210255,Campestre do Maranhao,MA,,0.43,2.3,5.11,7.44,9.91
311100,Campestre,MG,2.8,2.7,5.68,8.71,8.85,8.32
520465,Campinacu,GO,0.18,0.17,1.58,8.09,7.9,8.68
410390,Campina da Lagoa,PR,1.66,2.41,6.42,9.52,9.51,10.47
430370,Campina das Missoes,RS,3.98,2.46,4.33,10.88,11.17,11.47
350945,Campina do Monte Alegre,SP,0.22,1.95,5.63,8.84,8.93,10.87
410395,Campina do Simao,PR,,0.27,3.21,6.3,8.07,10.31
410400,Campina Grande do Sul,PR,1.33,2,4.98,8.71,7.89,9.88
250400,Campina Grande,PB,8.38,9.84,12.69,7.31,8.88,9.69
510260,Campinapolis,MT,0.4,1.43,3.62,4.36,6.04,6.41
220210,Campinas do Piaui,PI,0.25,0.5,2.49,5.61,4.74,7.99
430380,Campinas do Sul,RS,2.83,1.56,8.25,10.5,11.21,10.48
350950,Campinas,SP,13.02,15.52,21.31,9.85,10.06,10.1
311110,Campina Verde,MG,3.47,3.59,7.47,8.48,9.55,8.01
520470,Campinorte,GO,0.43,1.05,4.25,6.08,9.14,11.24
270140,Campo Alegre,AL,0.1,0.25,1.79,5.28,6.46,7.74
520480,Campo Alegre de Goias,GO,1.97,2.14,7.27,8.69,9.3,9.41
290590,Campo Alegre de Lourdes,BA,0.08,0.18,1.49,4.18,6.02,8.88
220211,Campo Alegre do Fidalgo,PI,,,3.15,3.95,4.7,8.49
420330,Campo Alegre,SC,1.55,1.56,5.72,9.43,9.8,9.35
311115,Campo Azul,MG,2.77,0.52,3.09,6.78,9.2,10.23
420340,Campo Belo do Sul,SC,1.73,1.31,3.63,6.75,7.05,8.95
311120,Campo Belo,MG,3.01,5.05,8.21,9.22,9.11,9.23
430390,Campo Bom,RS,2.83,3.05,5.35,9.82,9.78,9.57
410405,Campo Bonito,PR,1.01,1.03,5.47,9.24,8.48,11.54
280100,Campo do Brito,SE,0.23,1.18,3.79,6.04,6.75,9.02
311130,Campo do Meio,MG,2.3,3.78,7.94,8.21,8.96,9.38
410410,Campo do Tenente,PR,1.15,2.32,4.87,8.02,8.64,11.05
420350,Campo Ere,SC,2.05,2.48,7.51,9.09,9.23,11.37
311140,Campo Florido,MG,4,3.13,6.37,8.67,8.31,8.9
290600,Campo Formoso,BA,0.63,0.72,3.5,4.06,6.32,8.41
270150,Campo Grande,AL,0.2,0.15,1.08,4.85,4.58,8.57
220213,Campo Grande do Piaui,PI,,0.92,2.16,4.4,6.56,9.11
500270,Campo Grande,MS,9.41,10.83,17.22,9.47,10.42,10.93
220217,Campo Largo do Piaui,PI,,,3.4,4.18,5.35,7.94
410420,Campo Largo,PR,2.22,3.32,9.1,9.45,9.37,10.44
520485,Campo Limpo de Goias,GO,,1.29,3.08,6.93,7.26,9.49
350960,Campo Limpo Paulista,SP,3.06,4.12,8.13,9.08,10.47,10.4
410425,Campo Magro,PR,0.87,1.86,3.74,8.8,8.82,8.46
220220,Campo Maior,PI,2.06,1.56,7.26,6.81,7.23,9.69
410430,Campo Mourao,PR,6.56,8.63,13.87,9.52,10.8,10.39
110070,Campo Novo de Rondonia,RO,,0.81,2.95,6.03,5.66,7.86
510263,Campo Novo do Parecis,MT,5.09,4.14,10.06,8.61,8.83,9.19
430400,Campo Novo,RS,3.91,3.26,6.28,9.68,9.32,8.88
240210,Campo Redondo,RN,0.34,0.79,2.8,6.22,9.48,9.88
311150,Campos Altos,MG,2.13,2.79,7.75,8.89,8.94,9.31
520490,Campos Belos,GO,1.5,1.16,8.73,7.8,8.26,9.79
430410,Campos Borges,RS,1.65,2.2,7.02,9.79,10.09,11.07
510268,Campos de Julio,MT,0.58,2.47,8.15,7.03,9.94,8.25
350970,Campos do Jordao,SP,3.76,3.57,8.6,9.73,9.73,10.35
330100,Campos dos Goytacazes,RJ,4.79,5.62,10.38,7.93,8.53,8.5
311160,Campos Gerais,MG,3.22,3.6,7.27,8.49,8.54,8.68
170384,Campos Lindos,TO,,0.36,5.33,6.48,5.15,7.92
350980,Campos Novos Paulista,SP,5.12,3.7,7.72,8.25,8.49,10.47
420360,Campos Novos,SC,2.49,3.81,10.43,9.3,9.17,10.03
230270,Campos Sales,CE,0.68,0.84,4.81,5.67,7.06,10.57
520495,Campos Verdes,GO,0.38,1.16,3.14,5.35,9.23,10.9
510267,Campo Verde,MT,2.87,4.55,10.79,8.2,9.79,9.46
260360,Camutanga,PE,1.7,1.85,4.2,7.73,7.01,9.29
150215,Canaa dos Carajas,PA,,0.51,4.64,5.65,6.55,9.35
311170,Canaa,MG,1.57,2.11,4.28,8.4,9.69,10.35
510269,Canabrava do Norte,MT,,1.81,5.22,5.17,6.06,10.2
350990,Cananeia,SP,4.08,5.57,5.77,9.15,9.97,10.77
270160,Canapi,AL,0.14,0.38,1.27,5.23,5.51,8.44
290610,Canapolis,BA,0.31,0.15,0.28,4.44,7.06,8.08
311180,Canapolis,MG,1.62,2.64,6.27,7.57,8.04,9.62
290620,Canarana,BA,0.27,0.08,1.78,5.4,7.15,9.25
510270,Canarana,MT,3.82,3.49,7.35,8.02,8.27,9.18
350995,Canas,SP,1.7,2.81,4.17,8.08,9.36,10.27
311190,Cana Verde,MG,2.31,4.13,7.02,8.24,8.44,10
220225,Canavieira,PI,,0.39,2.6,4.72,5.7,9.52
290630,Canavieiras,BA,0.55,1.36,3.58,4.69,6.26,7.22
290640,Candeal,BA,0.21,0.16,1.16,5.16,7.72,8.44
290650,Candeias,BA,0.38,0.5,2.76,6.98,8.46,9.11
110080,Candeias do Jamari,RO,0.49,0.61,3.94,6.34,6.42,8.19
311200,Candeias,MG,1.83,2.68,6.19,8.69,7.41,8.85
430420,Candelaria,RS,2.38,2.44,4.56,9.34,9.4,9.93
290660,Candiba,BA,0.29,0.58,2.52,8.08,8.4,9.13
410440,Candido de Abreu,PR,0.69,1.61,3.97,7.96,7.76,10.19
430430,Candido Godoi,RS,2.69,3.22,5.31,10.84,11.06,11.38
210260,Candido Mendes,MA,0.12,0.09,2.8,6.5,5.66,8.83
351000,Candido Mota,SP,4.25,5.92,7.34,9.46,10.55,10.75
351010,Candido Rodrigues,SP,2.5,4.79,5.93,9.8,10.59,11.99
290670,Candido Sales,BA,0.17,0.25,2.67,3.97,7.53,7.95
430435,Candiota,RS,2.15,4.03,4.25,10.01,9.9,8.46
410442,Candoi,PR,,1.18,5.66,5.96,8.09,9.9
430440,Canela,RS,2.97,3.18,8.83,10.28,10.12,9.95
420370,Canelinha,SC,1.16,2.02,4.39,10.38,9.84,8.3
240220,Canguaretama,RN,0.13,0.79,4.53,5.91,7,8.64
430450,Cangucu,RS,1.14,2.09,4.18,9.35,8.87,9.45
280110,Canhoba,SE,,0.27,2.93,4.78,6.97,8.74
260370,Canhotinho,PE,1.28,1.46,2.92,6.2,6.59,7.84
230280,Caninde,CE,0.37,0.99,4.18,5.06,7.31,9.15
280120,Caninde de Sao Francisco,SE,0.32,0.34,4.44,4.97,5.08,8.81
351015,Canitar,SP,1.14,1.14,3.59,7.24,9.92,11.72
430460,Canoas,RS,3.87,5.41,10.35,10.37,10.12,9.89
420380,Canoinhas,SC,4.58,5.82,10.68,10.19,10.06,10.65
290680,Cansancao,BA,0.05,0.3,2.46,2.8,5.75,8.72
311205,Cantagalo,MG,,0.54,3.5,5.37,8.97,8.98
410445,Cantagalo,PR,1.8,1.22,4.42,8.16,7.98,10.12
330110,Cantagalo,RJ,2.67,3.74,7.07,7.39,7.94,8.73
210270,Cantanhede,MA,1.39,0.29,3.87,7.93,6.64,8.83
140017,Canta,RR,,1.17,4.63,3.82,8.21,8.58
220230,Canto do Buriti,PI,0.49,0.83,3.96,5.92,6.22,8.14
290682,Canudos,BA,0.14,0.55,1.93,3.89,6.66,8.77
430461,Canudos do Vale,RS,0.15,,1.16,7.59,7.17,11.08
130090,Canutama,AM,,0.62,2.77,3.56,4.03,6.86
150220,Capanema,PA,1.58,2,3.68,6.79,7.7,9.6
410450,Capanema,PR,1.56,2.08,6.06,10.28,10.75,11.51
420325,Capao Alto,SC,,1.69,4.53,7.33,8.21,9.37
430462,Capao Bonito do Sul,RS,1.83,5.99,3.44,6.72,5.96,10.34
351020,Capao Bonito,SP,2.21,4.52,7.66,9.14,8.93,11.72
430463,Capao da Canoa,RS,3.15,5.27,10.06,10.21,9.92,8.75
430465,Capao do Cipo,RS,1.62,,3.56,8.14,10.97,9.76
430466,Capao do Leao,RS,1.08,1.29,3.31,9.16,9.73,9.6
311210,Caparao,MG,1.49,1.5,3.34,5.07,6.27,7.47
270170,Capela,AL,0.51,1.34,2.75,6.23,5.05,8.7
430468,Capela de Santana,RS,1.39,1.18,3,9.95,8.75,9.42
290685,Capela do Alto Alegre,BA,0.12,0.5,1.72,4.93,7.2,8.44
351030,Capela do Alto,SP,2.78,2.21,4.84,9.82,9.65,9.74
311220,Capela Nova,MG,1.65,1.71,3.81,9.14,7.55,9.04
280130,Capela,SE,0.41,0.77,4.36,6.17,7.2,9.15
311230,Capelinha,MG,0.48,1.56,5.68,6.69,7.18,9.43
311240,Capetinga,MG,3.21,2.94,6.03,7.89,8.77,9.44
311250,Capim Branco,MG,1.28,1.48,3.95,8.84,8.94,9.4
290687,Capim Grosso,BA,0.25,0.78,2.4,5.88,7.27,8.4
250403,Capim,PB,,,2.48,3.88,5.71,8.32
311260,Capinopolis,MG,1.82,3.91,7.53,8.71,9.17,9.63
210275,Capinzal do Norte,MA,,0.11,3.33,5.76,5.74,8.35
420390,Capinzal,SC,2.69,3.41,8.88,9.45,9.65,9.27
230290,Capistrano,CE,0.23,0.35,3.54,4.39,9.37,10.31
311265,Capitao Andrade,MG,,0.14,3.59,7.05,9.22,8.1
220240,Capitao de Campos,PI,0.38,0.4,2.42,6,6.89,8.94
311270,Capitao Eneas,MG,1.27,1.14,4.65,6.5,9.1,9.54
220245,Capitao Gervasio Oliveira,PI,,,2.35,4.95,6.01,8.6
410460,Capitao Leonidas Marques,PR,1.77,2.01,5.97,10.23,10.49,10.21
150230,Capitao Poco,PA,0.11,0.83,2.7,4.24,4.75,7.93
430469,Capitao,RS,0.09,1.29,3.22,6.81,10.96,10.86
311280,Capitolio,MG,2.31,2.55,6.39,8.99,8.85,10.22
420395,Capivari de Baixo,SC,1.85,3.16,7.95,9.78,10.73,9.32
430467,Capivari do Sul,RS,3.1,4.03,7.43,10.67,10.67,8.49
351040,Capivari,SP,6.13,7.96,10.24,8.28,9.42,9.08
120017,Capixaba,AC,,0.6,3.44,5.09,4.07,7.47
260380,Capoeiras,PE,0.12,0.29,1.71,6.32,7.28,9.56
311290,Caputira,MG,0.24,1.11,3.61,7.66,8.56,9.47
430471,Caraa,RS,0.54,0.95,2.57,8.55,8.99,9.31
140020,Caracarai,RR,1.07,1.65,4.61,6.96,8.04,8.07
500280,Caracol,MS,,1.01,4.81,6.7,6.94,10.15
220250,Caracol,PI,0.13,0.67,3.62,4.71,5.99,7.4
351050,Caraguatatuba,SP,4.64,6.17,11.27,9.65,10.35,11.01
290689,Caraibas,BA,,0.13,1.73,2.59,5.03,7.82
311300,Carai,MG,0.42,0.65,3.53,5.65,7.81,8.53
410465,Carambei,PR,2.46,3.75,6.4,8.58,10.72,9.81
311310,Caranaiba,MG,,1.64,2.75,7.71,9.38,10.08
311320,Carandai,MG,2.14,2.69,6.34,8.71,8.93,10.45
311330,Carangola,MG,5.27,5.83,8.96,9.21,8.89,9.14
330093,Carapebus,RJ,0.14,1.28,4.23,8.21,7.77,9.07
351060,Carapicuiba,SP,2.03,2.99,7.21,9.13,10.04,10.22
311340,Caratinga,MG,3.56,5.32,8.91,8.08,8.85,8.95
130100,Carauari,AM,1.41,1.05,5.04,3.2,5.08,7.22
220253,Caraubas do Piaui,PI,,,1.38,4.2,3.52,6.86
250407,Caraubas,PB,,,3.45,6.63,6.95,8.73
240230,Caraubas,RN,1.43,2.24,5.75,7.32,8.16,9.62
290690,Caravelas,BA,1.26,1.15,3.22,3.2,6.95,7.47
430470,Carazinho,RS,5.21,6.8,11.15,10.86,10.95,10.45
311350,Carbonita,MG,1.38,0.84,3.63,6.21,8.37,9.5
290700,Cardeal da Silva,BA,0.23,0.17,1.7,4.85,5.78,7.59
330115,Cardoso Moreira,RJ,0.9,1.56,4.36,6.31,7.62,7.58
351070,Cardoso,SP,5.78,5.37,8.31,10.02,10.85,10.38
311360,Careacu,MG,1.97,2.78,6.11,8.53,8.17,8.52
130110,Careiro,AM,0.04,0.19,2.55,2.9,5.17,7.91
130115,Careiro da Varzea,AM,0.29,0.15,3.17,4.74,6.05,7.62
320130,Cariacica,ES,1.5,1.85,6.16,9.26,9.69,9.38
230300,Caridade,CE,,1.84,2.06,4.58,6.76,8.18
220255,Caridade do Piaui,PI,,0.61,3.79,2.62,6.41,8.55
290710,Carinhanha,BA,0.16,0.38,1.48,5.16,6.72,8.79
280140,Carira,SE,,0.24,2.87,4.12,5.69,8.41
230310,Carire,CE,1.02,1.09,3.03,5.35,7.02,10.09
230320,Caririacu,CE,0.34,1.08,3.79,4.07,6.66,9.66
170386,Cariri do Tocantins,TO,0.08,1.27,4.54,6.89,9.45,9.38
230330,Carius,CE,0.26,0.05,1.94,6.42,8.36,9.71
510279,Carlinda,MT,0.24,0.06,3.41,6.53,8.38,9.75
410470,Carlopolis,PR,3.43,3.94,6.55,9.76,9.67,10.29
430480,Carlos Barbosa,RS,2.89,3.83,8.91,11.65,11.58,10.97
311370,Carlos Chagas,MG,1.93,3.04,4.18,7.3,8.15,8.49
430485,Carlos Gomes,RS,0.69,1.12,3.95,10.4,9.81,10.37
311380,Carmesia,MG,0.92,1.65,5.65,7.54,8.32,9.2
311390,Carmo da Cachoeira,MG,3.62,5.46,6.84,6.41,8,8.11
311400,Carmo da Mata,MG,2.06,3.05,6.55,8.51,8.55,8.91
311410,Carmo de Minas,MG,3,4.94,7.95,6.58,7.3,9.08
311420,Carmo do Cajuru,MG,2.39,3.23,7.69,8.03,9.51,8.87
311430,Carmo do Paranaiba,MG,2.75,4.24,7,9.66,9.52,8.85
311440,Carmo do Rio Claro,MG,2.13,6.49,6.94,9.7,9.64,9.32
520500,Carmo do Rio Verde,GO,1.9,1.53,6.11,8.54,8.92,9.73
170388,Carmolandia,TO,,1.7,9.06,6.11,6.76,9.39
311450,Carmopolis de Minas,MG,1.81,3.27,5.09,8.51,7.84,8.73
280150,Carmopolis,SE,0.59,0.54,3.74,6.91,7.88,9.12
330120,Carmo,RJ,1.99,4.07,6.61,8.39,8.31,8.24
260390,Carnaiba,PE,0.98,1.38,3.92,6.4,8.02,9.41
240240,Carnauba dos Dantas,RN,1.2,1.76,4.14,7.24,9.37,9.6
240250,Carnaubais,RN,0.83,1.83,2.98,5.38,7.56,8.82
230340,Carnaubal,CE,0.31,3.13,3.34,3.73,8.26,10.32
260392,Carnaubeira da Penha,PE,0.78,0.06,2.79,4.91,5.42,8.65
311455,Carneirinho,MG,1.11,2.92,9.1,8.68,9.4,8.89
270180,Carneiros,AL,,,1.54,6.26,6.44,7.85
140023,Caroebe,RR,,0.76,5.13,6.59,7.72,9.57
210280,Carolina,MA,0.67,1.54,5.31,5.78,6.89,8.76
260400,Carpina,PE,3.61,5.21,6.93,7.69,8.26,9.59
311460,Carrancas,MG,3.2,3.82,8.49,8.94,8.82,9.15
250410,Carrapateira,PB,1.75,0.6,2.74,5.8,7.73,9.14
170389,Carrasco Bonito,TO,,,4.83,4.12,7.99,10.29
260410,Caruaru,PE,5.04,5.5,7.63,8.08,7.86,8.89
210290,Carutapera,MA,,0.74,3.41,5.19,5.98,9.72
311470,Carvalhopolis,MG,1.79,2.73,6.27,6.93,8.55,10.04
311480,Carvalhos,MG,1.69,2.01,3.58,7.3,8.06,9.43
351080,Casa Branca,SP,8.73,7.71,11.51,9.59,10.1,9.25
311490,Casa Grande,MG,,0.71,3.21,6.96,8.21,8.14
290720,Casa Nova,BA,0.56,0.91,2.68,4.04,5.66,8.15
311500,Cascalho Rico,MG,0.53,2.18,4.73,8.32,10.58,9.36
430490,Casca,RS,4.75,5.51,12.68,10.59,11.17,11.57
230350,Cascavel,CE,0.3,0.81,3.34,4.77,7.53,9.74
410480,Cascavel,PR,5.77,6.06,15.2,10.27,10.96,11.22
170390,Caseara,TO,,0.68,7.05,5.84,8.12,11
430495,Caseiros,RS,1.97,1.72,4.81,9.27,11.82,11.65
330130,Casimiro de Abreu,RJ,3.49,5.91,9.32,7.65,8.97,9.04
260415,Casinhas,PE,0.61,0.38,2.14,7.18,6.93,9.08
250415,Casserengue,PB,,0.17,0.89,2.3,5.77,8.79
351090,Cassia dos Coqueiros,SP,3.21,7.06,7.31,10.43,10.34,9.75
311510,Cassia,MG,5.71,6.08,8.29,8.85,8.52,8.64
500290,Cassilandia,MS,6.81,5.52,12.32,8.5,10.11,10.45
150240,Castanhal,PA,1.14,2.46,5.72,6.69,7.85,9.91
510285,Castanheira,MT,0.18,0.63,3.55,8.31,7.19,9.58
110090,Castanheiras,RO,0.67,1.36,4.06,6.51,6.35,9.96
520505,Castelandia,GO,1.01,1.31,3.92,6.38,8.38,8.19
220260,Castelo do Piaui,PI,,0.74,4.8,4.56,4.69,8.82
320140,Castelo,ES,3.6,4.41,8.27,9.44,9.63,8.07
351100,Castilho,SP,3.74,3.65,9.69,9.18,10.97,11.28
290730,Castro Alves,BA,0.74,0.5,2.6,5.71,7.08,7.6
410490,Castro,PR,3.43,5.01,8.26,8.98,9.62,10.31
311530,Cataguases,MG,4.85,6.2,10.67,9.22,9.49,9.38
520510,Catalao,GO,4.06,6.05,12.49,9.7,9.99,10.01
351110,Catanduva,SP,8.19,10.22,14.86,10.28,10.4,10.71
410500,Catanduvas,PR,0.78,1.81,4.95,9.01,9.72,10.27
420400,Catanduvas,SC,1.47,2.83,9.53,10.6,9.22,9.49
230360,Catarina,CE,0.19,0.59,2.83,6.63,7.22,8.93
311540,Catas Altas da Noruega,MG,0.09,2.63,3.73,7.29,8.08,8.56
311535,Catas Altas,MG,,1.72,5.01,8.17,8.76,9.76
260420,Catende,PE,2.59,2.61,4.47,7.43,6.91,8.87
351120,Catigua,SP,2.12,2.07,3.95,9.34,10.53,10.72
250420,Catingueira,PB,1.44,1.04,2.76,6.52,6,9.15
290740,Catolandia,BA,,0.24,3.98,3.85,6.68,10.13
250430,Catole do Rocha,PB,2.25,2.64,5.82,6.89,8.31,9.38
290750,Catu,BA,0.44,1.24,3.72,6.73,8.23,8.95
430500,Catuipe,RS,5.27,5.68,8.73,10.86,10.31,10.34
311545,Catuji,MG,0.1,1.63,3.3,5.45,7.24,6.99
230365,Catunda,CE,,0.77,3.88,3.66,8.65,10.38
520520,Caturai,GO,0.52,0.27,4.68,6.49,8.03,9.5
290755,Caturama,BA,,,1,5.57,7.27,8.08
250435,Caturite,PB,1.26,0.49,3.43,5.85,7.88,9.39
311547,Catuti,MG,,0.32,4.73,5.13,7.74,10.89
230370,Caucaia,CE,0.79,1.49,4.33,5.85,8.09,9.71
520530,Cavalcante,GO,0.78,1.06,4.28,4.51,4.31,8.14
420410,Caxambu do Sul,SC,0.7,1.46,7.3,9.76,10.53,8.5
311550,Caxambu,MG,4.45,7.14,11.71,8.83,8.94,9.57
430510,Caxias do Sul,RS,7.9,9.18,13.51,10.69,10.63,10.05
210300,Caxias,MA,1.3,2.01,5.17,6.7,7.23,9.66
220265,Caxingo,PI,,,1.45,2.74,3.67,7.68
240260,Ceara-Mirim,RN,0.69,1.05,4.07,7.28,7.52,8.75
210310,Cedral,MA,,0.44,3.18,7.48,8.24,9.22
351130,Cedral,SP,3.7,7.58,11.16,9.71,9.65,10.47
230380,Cedro,CE,1.18,1.93,4.21,6.12,8.33,9.51
280160,Cedro de Sao Joao,SE,0.83,2.07,4.99,7.81,8.64,9.08
311560,Cedro do Abaete,MG,1.93,3.07,5.4,7.83,8.73,9.83
260430,Cedro,PE,0.3,2.22,4.41,6.6,8.29,9.81
420415,Celso Ramos,SC,2.37,2.17,6.48,9.59,9.24,9.79
410510,Centenario do Sul,PR,4.66,3.5,5.56,10.07,10.16,10.21
430511,Centenario,RS,1.68,0.58,2.53,9.67,10.3,11.01
170410,Centenario,TO,,0.64,5.04,3.03,6.45,9.36
290760,Central,BA,0.71,0.75,2.53,7.18,7.41,8.72
311570,Central de Minas,MG,0.35,2.06,3.62,8.42,9.21,9.22
210312,Central do Maranhao,MA,,0.17,1.03,5.95,7.26,9.52
311580,Centralina,MG,1.08,2.43,4.47,10.18,7.04,9.01
210315,Centro do Guilherme,MA,,,1.39,5.3,4.02,8.19
210317,Centro Novo do Maranhao,MA,,0.4,2.28,3.97,3.99,7.66
110005,Cerejeiras,RO,0.91,1.36,7.09,8.14,9.13,10.22
520540,Ceres,GO,5.83,7.04,11.17,9.09,9.82,10.77
351140,Cerqueira Cesar,SP,4.99,5.94,9.52,9.76,9.98,11.21
351150,Cerquilho,SP,4.6,7.56,9.92,9.7,10.18,10.64
430512,Cerrito,RS,1.04,1.79,4.28,10.02,10.68,10.58
410520,Cerro Azul,PR,0.37,1.41,2.26,5.94,7.37,8.12
430513,Cerro Branco,RS,1.85,1.85,3.13,10.62,9.57,10.33
240270,Cerro Cora,RN,,0.28,4.53,6.76,8.33,10.09
430517,Cerro Grande do Sul,RS,1.7,1.31,3.25,8.85,9.61,9.77
430515,Cerro Grande,RS,1.5,1.26,7.45,9.73,10.84,10.73
430520,Cerro Largo,RS,4.67,6.37,9.23,10.11,11.12,10.95
420417,Cerro Negro,SC,0.54,1.37,2.46,6.88,6.17,7.86
351160,Cesario Lange,SP,3.52,4.14,7,9.93,8.74,9.99
410530,Ceu Azul,PR,2.65,3.25,9.14,9.99,10.76,10.89
520545,Cezarina,GO,0.35,1.35,5.58,7.35,8.18,9.14
311590,Chacara,MG,0.52,0.42,6.9,8.83,8.52,9.13
260440,Cha de Alegria,PE,0.84,1.01,2.4,6.9,7.65,9.18
260450,Cha Grande,PE,0.44,1.27,3.32,6.64,6.37,8.92
311600,Chale,MG,1.19,2.48,4.64,8,9.3,8.67
170510,Chapada da Natividade,TO,,1.4,3.33,3.09,5.48,10.1
170460,Chapada de Areia,TO,,,2.76,5.85,6.79,9.52
311610,Chapada do Norte,MG,0.16,0.74,4.02,5.85,6.59,9.24
510300,Chapada dos Guimaraes,MT,3.45,3.8,8.61,7.54,7.67,8.73
311615,Chapada Gaucha,MG,,1.05,6.65,7.67,7.96,8.38
520547,Chapadao do Ceu,GO,0.72,3.38,8.14,7.24,9.45,9.45
420419,Chapadao do Lageado,SC,,0.36,6.51,9.74,9.3,9.92
500295,Chapadao do Sul,MS,2.04,7.08,13.53,8.84,9.72,10.72
430530,Chapada,RS,2.52,2.51,5.09,10.72,11.5,9.6
210320,Chapadinha,MA,0.27,0.82,3.03,6.48,6.26,8.72
420420,Chapeco,SC,5.99,6.75,13.67,9.61,10.53,10.75
270190,Cha Preta,AL,,0.93,2.84,5.72,5.86,9.62
351170,Charqueada,SP,2.08,2.41,6.69,9.7,10.37,9.19
430535,Charqueadas,RS,1.44,3.36,6.24,10.49,10.55,10.39
430537,Charrua,RS,1.21,0.49,2.28,8.87,7.75,8.41
230390,Chaval,CE,0.09,1.3,3.58,5.13,6.77,10.25
355720,Chavantes,SP,3.48,5.61,7.97,8.24,9.96,10.75
150250,Chaves,PA,0.11,0.13,1.43,3.2,2.29,4.95
311620,Chiador,MG,0.53,2.45,6.62,8.14,7.79,8.86
430540,Chiapetta,RS,1.25,3.83,5.85,9.68,11.11,11.3
410540,Chopinzinho,PR,2.12,3.12,9.38,9.13,10.4,9.93
230393,Choro,CE,0.08,,2.87,4.14,7.25,9.94
230395,Chorozinho,CE,0.34,0.09,2.77,4.11,7.64,9.35
290770,Chorrocho,BA,1.8,2.53,4.64,3.77,6.87,7.35
430543,Chui,RS,2.07,4.05,6.8,8.85,10.1,9.69
