Posicao,ID,name,UF,IDHM2000,IDHMRenda2000,IDHMLongevidade2000,IDHMEducacao2000
1358,315830,Santana da Vargem,MG,0.611,0.675,0.758,0.445
1358,521140,Itaucu,GO,0.611,0.589,0.784,0.495
1358,432143,Terra de Areia,RS,0.611,0.662,0.776,0.444
1358,353690,Pedranopolis,SP,0.611,0.603,0.787,0.48
1358,411720,Nova Olimpia,PR,0.611,0.62,0.754,0.489
1358,314130,Medeiros,MG,0.611,0.701,0.818,0.398
1358,410350,California,PR,0.611,0.631,0.724,0.499
1358,411270,Jataizinho,PR,0.611,0.616,0.767,0.483
1358,431164,Linha Nova,RS,0.611,0.641,0.775,0.459
1358,355300,Taguai,SP,0.611,0.643,0.795,0.446
1373,316880,Tiradentes,MG,0.61,0.671,0.791,0.428
1373,410050,Altonia,PR,0.61,0.615,0.753,0.49
1373,313940,Manhuacu,MG,0.61,0.678,0.806,0.416
1373,432260,Venancio Aires,RS,0.61,0.669,0.773,0.438
1373,170950,Gurupi,TO,0.61,0.659,0.778,0.442
1373,432170,Tres Coroas,RS,0.61,0.695,0.75,0.435
1373,320490,Sao Mateus,ES,0.61,0.651,0.762,0.458
1373,520780,Firminopolis,GO,0.61,0.619,0.726,0.505
1373,410990,Icaraima,PR,0.61,0.63,0.753,0.478
1373,430110,Arroio dos Ratos,RS,0.61,0.645,0.774,0.455
1373,410860,Goioere,PR,0.61,0.648,0.769,0.455
1373,412260,Rondon,PR,0.61,0.64,0.741,0.479
1373,313710,Lagamar,MG,0.61,0.612,0.737,0.504
1373,352250,Itapevi,SP,0.61,0.641,0.758,0.467
1373,314950,Pequeri,MG,0.61,0.629,0.776,0.465
1388,430350,Camaqua,RS,0.609,0.673,0.793,0.423
1388,431337,Nova Santa Rita,RS,0.609,0.681,0.763,0.435
1388,412010,Porto Amazonas,PR,0.609,0.63,0.763,0.469
1388,420490,Descanso,SC,0.609,0.638,0.767,0.462
1388,330430,Rio Bonito,RJ,0.609,0.678,0.773,0.43
1388,312350,Douradoquara,MG,0.609,0.636,0.804,0.441
1388,431840,Sao Jeronimo,RS,0.609,0.696,0.753,0.43
1388,421240,Pedras Grandes,SC,0.609,0.642,0.824,0.428
1388,420860,Jabora,SC,0.609,0.653,0.769,0.45
1388,431365,Palmares do Sul,RS,0.609,0.651,0.793,0.437
1388,411745,Ouro Verde do Oeste,PR,0.609,0.586,0.762,0.505
1388,312300,Dores de Campos,MG,0.609,0.613,0.795,0.464
1388,351320,Cristais Paulista,SP,0.609,0.663,0.748,0.456
1388,412520,Sao Jorge D'Oeste,PR,0.609,0.637,0.713,0.497
1388,430570,Condor,RS,0.609,0.654,0.792,0.436
1388,431570,Rio Pardo,RS,0.609,0.656,0.792,0.435
1388,355440,Terra Roxa,SP,0.609,0.632,0.786,0.455
1405,431235,Montauri,RS,0.608,0.699,0.841,0.383
1405,410560,Cidade Gaucha,PR,0.608,0.643,0.718,0.486
1405,311360,Careacu,MG,0.608,0.646,0.814,0.428
1405,421555,Santa Helena,SC,0.608,0.611,0.821,0.448
1405,312090,Curvelo,MG,0.608,0.635,0.757,0.467
1405,313160,Irai de Minas,MG,0.608,0.642,0.76,0.461
1405,412330,Santa Cruz de Monte Castelo,PR,0.608,0.619,0.767,0.473
1405,320480,Sao Jose do Calcado,ES,0.608,0.635,0.757,0.467
1405,350430,Avai,SP,0.608,0.637,0.784,0.449
1405,411721,Nova Santa Barbara,PR,0.608,0.607,0.738,0.501
1405,310970,Cachoeira de Minas,MG,0.608,0.623,0.803,0.45
1405,310390,Araujos,MG,0.608,0.634,0.788,0.45
1405,411120,Itapejara D'Oeste,PR,0.608,0.636,0.748,0.472
1405,354610,Santa Clara D'Oeste,SP,0.608,0.623,0.757,0.476
1405,350440,Avanhandava,SP,0.608,0.637,0.776,0.454
1405,350820,Buritizal,SP,0.608,0.649,0.772,0.449
1405,420515,Doutor Pedrinho,SC,0.608,0.675,0.747,0.445
1405,314670,Palma,MG,0.608,0.626,0.766,0.468
1405,520480,Campo Alegre de Goias,GO,0.608,0.693,0.749,0.432
1405,421885,Uniao do Oeste,SC,0.608,0.685,0.74,0.443
1405,431413,Paulo Bento,RS,0.608,0.616,0.811,0.451
1405,411965,Pitangueiras,PR,0.608,0.616,0.788,0.464
1405,315780,Santa Luzia,MG,0.608,0.623,0.779,0.463
1405,315733,Santa Cruz de Minas,MG,0.608,0.598,0.772,0.488
1429,432140,Tenente Portela,RS,0.607,0.609,0.749,0.491
1429,412690,Tapira,PR,0.607,0.6,0.748,0.498
1429,351210,Colombia,SP,0.607,0.678,0.78,0.423
1429,431053,Itaara,RS,0.607,0.675,0.835,0.397
1429,312510,Extrema,MG,0.607,0.678,0.761,0.434
1429,352100,Ipero,SP,0.607,0.655,0.722,0.474
1429,354510,Salmourao,SP,0.607,0.601,0.788,0.472
1429,316220,Sao Joao Batista do Gloria,MG,0.607,0.653,0.805,0.426
1429,353270,Nipoa,SP,0.607,0.638,0.785,0.447
1429,430370,Campina das Missoes,RS,0.607,0.591,0.781,0.484
1429,354790,Santo Antonio da Alegria,SP,0.607,0.673,0.758,0.439
1429,500330,Coxim,MS,0.607,0.693,0.77,0.419
1429,421840,Treze de Maio,SC,0.607,0.685,0.804,0.407
1429,352380,Itobi,SP,0.607,0.646,0.795,0.435
1429,351730,Guaimbe,SP,0.607,0.627,0.766,0.465
1429,421635,Sao Joao do Itaperiu,SC,0.607,0.666,0.819,0.411
1429,410650,Coronel Vivida,PR,0.607,0.621,0.739,0.487
1429,421100,Mondai,SC,0.607,0.649,0.78,0.442
1429,311455,Carneirinho,MG,0.607,0.665,0.8,0.421
1429,410060,Alto Parana,PR,0.607,0.625,0.752,0.475
1429,410450,Capanema,PR,0.607,0.651,0.737,0.467
1429,510665,Pontal do Araguaia,MT,0.607,0.641,0.786,0.443
1451,352300,Itapura,SP,0.606,0.575,0.719,0.537
1451,431360,Paim Filho,RS,0.606,0.684,0.771,0.423
1451,420440,Coronel Freitas,SC,0.606,0.657,0.772,0.439
1451,420775,Iraceminha,SC,0.606,0.627,0.785,0.453
1451,421130,Navegantes,SC,0.606,0.656,0.783,0.434
1451,412880,Xambre,PR,0.606,0.608,0.794,0.462
1451,316920,Tombos,MG,0.606,0.615,0.781,0.463
1451,421507,Riqueza,SC,0.606,0.652,0.79,0.432
1451,353090,Mombuca,SP,0.606,0.684,0.788,0.413
1451,316660,Serra da Saudade,MG,0.606,0.677,0.772,0.426
1451,311340,Caratinga,MG,0.606,0.659,0.751,0.45
1451,355270,Tabatinga,SP,0.606,0.674,0.777,0.426
1451,355080,Sao Sebastiao da Grama,SP,0.606,0.657,0.778,0.435
1451,351660,Galia,SP,0.606,0.655,0.734,0.462
1451,521570,Palmeiras de Goias,GO,0.606,0.613,0.793,0.457
1451,430540,Chiapetta,RS,0.606,0.607,0.801,0.458
1451,314960,Pequi,MG,0.606,0.642,0.786,0.442
1451,314740,Paraopeba,MG,0.606,0.642,0.757,0.458
1451,430697,Erebango,RS,0.606,0.606,0.79,0.465
1451,310360,Arantina,MG,0.606,0.571,0.758,0.515
1451,150080,Ananindeua,PA,0.606,0.62,0.787,0.457
1472,350270,Apiai,SP,0.605,0.608,0.769,0.473
1472,310375,Arapora,MG,0.605,0.683,0.79,0.41
1472,351770,Guara,SP,0.605,0.661,0.743,0.451
1472,412130,Rancho Alegre,PR,0.605,0.611,0.737,0.492
1472,353960,Planalto,SP,0.605,0.683,0.762,0.426
1472,420780,Irani,SC,0.605,0.689,0.802,0.401
1472,312340,Doresopolis,MG,0.605,0.589,0.789,0.477
1472,314070,Mateus Leme,MG,0.605,0.641,0.757,0.456
1472,350090,Altair,SP,0.605,0.643,0.716,0.48
1472,412625,Sarandi,PR,0.605,0.619,0.799,0.448
1472,500520,Ladario,MS,0.605,0.648,0.771,0.443
1472,430215,Boa Vista das Missoes,RS,0.605,0.659,0.769,0.437
1472,315720,Santa Barbara,MG,0.605,0.622,0.742,0.479
1472,410230,Balsa Nova,PR,0.605,0.629,0.761,0.463
1472,412660,Siqueira Campos,PR,0.605,0.632,0.766,0.457
1472,430670,Dona Francisca,RS,0.605,0.661,0.753,0.445
1472,310430,Areado,MG,0.605,0.68,0.785,0.415
1489,421430,Rancho Queimado,SC,0.604,0.639,0.828,0.416
1489,330023,Armacao dos Buzios,RJ,0.604,0.732,0.736,0.41
1489,310070,Agua Comprida,MG,0.604,0.67,0.82,0.401
1489,431198,Mariana Pimentel,RS,0.604,0.646,0.794,0.429
1489,355495,Tuiuti,SP,0.604,0.654,0.814,0.414
1489,411400,Mambore,PR,0.604,0.608,0.725,0.499
1489,330180,Engenheiro Paulo de Frontin,RJ,0.604,0.655,0.691,0.487
1489,320030,Alfredo Chaves,ES,0.604,0.624,0.772,0.457
1489,411550,Marumbi,PR,0.604,0.61,0.732,0.494
1489,352520,Jarinu,SP,0.604,0.702,0.77,0.408
1489,316200,Sao Goncalo do Sapucai,MG,0.604,0.655,0.785,0.428
1489,510125,Araputanga,MT,0.604,0.669,0.72,0.457
1489,432254,Vale Real,RS,0.604,0.676,0.767,0.424
1489,500400,Gloria de Dourados,MS,0.604,0.631,0.737,0.473
1503,420170,Ascurra,SC,0.603,0.676,0.777,0.417
1503,314310,Monte Carmelo,MG,0.603,0.669,0.766,0.428
1503,352020,Igarata,SP,0.603,0.661,0.775,0.429
1503,311730,Conceicao das Alagoas,MG,0.603,0.693,0.771,0.41
1503,330450,Rio das Flores,RJ,0.603,0.619,0.726,0.488
1503,311710,Conceicao da Aparecida,MG,0.603,0.695,0.816,0.387
1503,510020,Agua Boa,MT,0.603,0.718,0.735,0.416
1503,431010,Igrejinha,RS,0.603,0.698,0.781,0.403
1503,510452,Ipiranga do Norte,MT,0.603,0.707,0.753,0.411
1503,351860,Guariba,SP,0.603,0.662,0.75,0.441
1503,410510,Centenario do Sul,PR,0.603,0.604,0.762,0.476
1503,312320,Dores do Indaia,MG,0.603,0.654,0.749,0.447
1503,411900,Perola D'Oeste,PR,0.603,0.593,0.77,0.479
1503,354320,Ribeirao do Sul,SP,0.603,0.624,0.772,0.455
1503,431301,Nova Candelaria,RS,0.603,0.639,0.841,0.408
1503,320495,Sao Roque do Canaa,ES,0.603,0.62,0.759,0.467
1503,310990,Caetanopolis,MG,0.603,0.653,0.748,0.45
1503,353640,Pauliceia,SP,0.603,0.644,0.755,0.452
1503,420765,Ipora do Oeste,SC,0.603,0.616,0.767,0.465
1503,410920,Guaraci,PR,0.603,0.628,0.743,0.47
1503,350660,Biritiba-Mirim,SP,0.603,0.663,0.74,0.448
1503,410820,Formosa do Oeste,PR,0.603,0.615,0.768,0.464
1525,310840,Botelhos,MG,0.602,0.714,0.824,0.371
1525,350670,Boa Esperanca do Sul,SP,0.602,0.66,0.774,0.428
1525,354420,Riolandia,SP,0.602,0.655,0.736,0.452
1525,430593,Coronel Pilar,RS,0.602,0.707,0.82,0.377
1525,420030,Agronomica,SC,0.602,0.668,0.805,0.405
1525,315840,Santana de Cataguases,MG,0.602,0.59,0.759,0.486
1525,311030,Caldas,MG,0.602,0.67,0.826,0.394
1525,350275,Aracariguama,SP,0.602,0.674,0.755,0.429
1525,310590,Barroso,MG,0.602,0.619,0.771,0.458
1525,431849,Sao Jose do Inhacora,RS,0.602,0.609,0.793,0.451
1525,354025,Pontalinda,SP,0.602,0.56,0.782,0.499
1525,521800,Porangatu,GO,0.602,0.694,0.759,0.415
1525,410170,Araruna,PR,0.602,0.616,0.717,0.493
1525,312160,Diamantina,MG,0.602,0.635,0.747,0.46
1525,432085,Tabai,RS,0.602,0.641,0.746,0.457
1525,412180,Ribeirao Claro,PR,0.602,0.626,0.744,0.468
1525,421225,Passo de Torres,SC,0.602,0.627,0.807,0.431
1525,351220,Conchal,SP,0.602,0.663,0.794,0.415
1525,352770,Luiziania,SP,0.602,0.624,0.749,0.466
1525,521580,Palmelo,GO,0.602,0.638,0.789,0.433
1545,420190,Aurora,SC,0.601,0.676,0.824,0.39
1545,410620,Contenda,PR,0.601,0.633,0.768,0.447
1545,130260,Manaus,AM,0.601,0.674,0.727,0.443
1545,410770,Fenix,PR,0.601,0.599,0.751,0.483
1545,430047,Almirante Tamandare do Sul,RS,0.601,0.631,0.769,0.447
1545,510787,Sapezal,MT,0.601,0.719,0.807,0.374
1545,250400,Campina Grande,PB,0.601,0.647,0.717,0.467
1545,411060,Ipora,PR,0.601,0.61,0.758,0.47
1545,500190,Bataguassu,MS,0.601,0.641,0.753,0.45
1545,354860,Sao Bento do Sapucai,SP,0.601,0.65,0.762,0.438
1545,313150,Ipuiuna,MG,0.601,0.712,0.814,0.374
1545,412390,Santa Mariana,PR,0.601,0.629,0.753,0.458
1545,412402,Santa Tereza do Oeste,PR,0.601,0.606,0.722,0.496
1545,354470,Sagres,SP,0.601,0.565,0.739,0.521
1545,430585,Coqueiros do Sul,RS,0.601,0.611,0.768,0.463
1545,314560,Oliveira,MG,0.601,0.653,0.783,0.424
1545,314660,Paiva,MG,0.601,0.596,0.742,0.491
1545,354040,Populina,SP,0.601,0.619,0.759,0.461
1545,431407,Passo do Sobrado,RS,0.601,0.698,0.782,0.397
1545,315110,Pirapetinga,MG,0.601,0.648,0.768,0.436
1545,431040,Independencia,RS,0.601,0.644,0.793,0.425
1545,411970,Planaltina do Parana,PR,0.601,0.608,0.753,0.474
1545,431110,Jaguari,RS,0.601,0.661,0.781,0.42
1545,420300,Cacador,SC,0.601,0.678,0.806,0.398
1545,330170,Duque de Caxias,RJ,0.601,0.652,0.726,0.458
1570,311780,Conceicao dos Ouros,MG,0.6,0.632,0.785,0.436
1570,411100,Itambaraca,PR,0.6,0.589,0.706,0.52
1570,354995,Sao Lourenco da Serra,SP,0.6,0.668,0.741,0.436
1570,420055,Aguas Frias,SC,0.6,0.663,0.769,0.423
1570,354075,Potim,SP,0.6,0.616,0.724,0.485
1570,311070,Cambuquira,MG,0.6,0.673,0.827,0.388
1570,412190,Ribeirao do Pinhal,PR,0.6,0.621,0.753,0.462
1570,315360,Prudente de Morais,MG,0.6,0.591,0.766,0.478
1570,421565,Santa Rosa do Sul,SC,0.6,0.626,0.756,0.457
1570,520735,Edealina,GO,0.6,0.649,0.785,0.425
1570,431405,Parobe,RS,0.6,0.658,0.819,0.4
1570,500660,Ponta Pora,MS,0.6,0.67,0.774,0.416
1570,421310,Piratuba,SC,0.6,0.664,0.787,0.414
1570,420543,Formosa do Sul,SC,0.6,0.678,0.772,0.412
1570,320310,Jeronimo Monteiro,ES,0.6,0.628,0.762,0.451
1570,350350,Areias,SP,0.6,0.631,0.751,0.456
1586,412300,Salto do Lontra,PR,0.599,0.608,0.794,0.446
1586,420519,Ermo,SC,0.599,0.626,0.77,0.446
1586,351535,Euclides da Cunha Paulista,SP,0.599,0.572,0.752,0.5
1586,330010,Angra dos Reis,RJ,0.599,0.684,0.736,0.427
1586,430280,Cacapava do Sul,RS,0.599,0.649,0.787,0.42
1586,311460,Carrancas,MG,0.599,0.615,0.787,0.444
1586,412730,Terra Rica,PR,0.599,0.643,0.736,0.454
1586,315920,Santa Rita de Caldas,MG,0.599,0.653,0.79,0.417
1586,412410,Santo Antonio da Platina,PR,0.599,0.657,0.725,0.452
1586,320230,Guacui,ES,0.599,0.665,0.76,0.425
1586,355050,Sao Pedro do Turvo,SP,0.599,0.609,0.772,0.458
1586,317200,Visconde do Rio Branco,MG,0.599,0.647,0.76,0.436
1586,330090,Cambuci,RJ,0.599,0.626,0.759,0.453
1586,312830,Guaranesia,MG,0.599,0.673,0.782,0.409
1586,420180,Atalanta,SC,0.599,0.677,0.759,0.418
1586,250320,Cabedelo,PB,0.599,0.697,0.706,0.437
1586,412560,Sao Mateus do Sul,PR,0.599,0.664,0.743,0.436
1586,311900,Cordislandia,MG,0.599,0.592,0.775,0.469
1604,330520,Sao Pedro da Aldeia,RJ,0.598,0.669,0.733,0.437
1604,355110,Sarapui,SP,0.598,0.68,0.756,0.417
1604,521220,Jussara,GO,0.598,0.637,0.809,0.414
1604,421380,Praia Grande,SC,0.598,0.64,0.766,0.436
1604,421830,Tres Barras,SC,0.598,0.636,0.759,0.443
1604,320220,Fundao,ES,0.598,0.649,0.734,0.448
1604,412610,Sao Tome,PR,0.598,0.617,0.731,0.473
1604,431695,Santa Maria do Herval,RS,0.598,0.663,0.771,0.419
1604,420270,Botuvera,SC,0.598,0.684,0.818,0.383
1604,410390,Campina da Lagoa,PR,0.598,0.619,0.748,0.462
1604,520130,Anicuns,GO,0.598,0.642,0.782,0.426
1604,431262,Muliterno,RS,0.598,0.604,0.75,0.471
1604,421230,Paulo Lopes,SC,0.598,0.627,0.814,0.418
1604,352750,Lucianopolis,SP,0.598,0.598,0.764,0.467
1604,520800,Formosa,GO,0.598,0.653,0.776,0.422
1604,315130,Pirauba,MG,0.598,0.617,0.812,0.427
1604,522130,Tres Ranchos,GO,0.598,0.611,0.811,0.431
1604,317120,Vespasiano,MG,0.598,0.628,0.728,0.467
1604,411330,Laranjeiras do Sul,PR,0.598,0.647,0.737,0.449
1623,500540,Maracaju,MS,0.597,0.66,0.792,0.408
1623,411750,Paicandu,PR,0.597,0.613,0.745,0.467
1623,330095,Comendador Levy Gasparian,RJ,0.597,0.623,0.719,0.475
1623,311660,Claudio,MG,0.597,0.629,0.744,0.455
1623,330350,Nova Iguacu,RJ,0.597,0.656,0.717,0.453
1623,315640,Romaria,MG,0.597,0.712,0.76,0.393
1623,352910,Marinopolis,SP,0.597,0.607,0.73,0.481
1623,410400,Campina Grande do Sul,PR,0.597,0.639,0.804,0.415
1623,312270,Dom Silverio,MG,0.597,0.606,0.771,0.455
1623,411290,Jundiai do Sul,PR,0.597,0.672,0.712,0.444
1623,355570,Uniao Paulista,SP,0.597,0.604,0.798,0.441
1623,320335,Marilandia,ES,0.597,0.613,0.762,0.456
1623,431990,Sapiranga,RS,0.597,0.691,0.778,0.395
1623,412590,Sao Pedro do Parana,PR,0.597,0.605,0.769,0.458
1623,412600,Sao Sebastiao da Amoreira,PR,0.597,0.608,0.753,0.464
1623,316690,Serrania,MG,0.597,0.619,0.774,0.444
1623,351685,Gaviao Peixoto,SP,0.597,0.631,0.771,0.438
1623,350775,Brejo Alegre,SP,0.597,0.61,0.756,0.461
1623,432020,Seberi,RS,0.597,0.619,0.794,0.433
1642,352330,Itariri,SP,0.596,0.661,0.747,0.429
1642,500380,Fatima do Sul,MS,0.596,0.641,0.719,0.459
1642,240800,Mossoro,RN,0.596,0.612,0.739,0.469
1642,311980,Corrego Danta,MG,0.596,0.644,0.789,0.417
1642,430485,Carlos Gomes,RS,0.596,0.662,0.793,0.404
1642,522200,Vianopolis,GO,0.596,0.722,0.779,0.376
1642,314280,Monte Alegre de Minas,MG,0.596,0.646,0.757,0.432
1642,411729,Novo Itacolomi,PR,0.596,0.549,0.738,0.522
1642,411090,Itaguaje,PR,0.596,0.654,0.712,0.454
1642,315410,Recreio,MG,0.596,0.633,0.769,0.435
1642,500325,Costa Rica,MS,0.596,0.649,0.773,0.421
1642,412110,Quinta do Sol,PR,0.596,0.605,0.767,0.456
1642,355140,Serra Azul,SP,0.596,0.64,0.737,0.449
1642,521940,Santa Rita do Araguaia,GO,0.596,0.638,0.802,0.414
1642,355635,Vargem,SP,0.596,0.662,0.811,0.395
1642,522040,Sao Simao,GO,0.596,0.65,0.779,0.418
1642,314430,Nanuque,MG,0.596,0.648,0.757,0.431
1642,510776,Santa Rita do Trivelato,MT,0.596,0.617,0.792,0.433
1642,312250,Dom Cavati,MG,0.596,0.629,0.751,0.449
1642,355535,Ubarana,SP,0.596,0.608,0.793,0.439
1642,421917,Vargem Bonita,SC,0.596,0.63,0.772,0.435
1663,352350,Itatinga,SP,0.595,0.642,0.792,0.414
1663,431600,Rolante,RS,0.595,0.655,0.769,0.418
1663,510263,Campo Novo do Parecis,MT,0.595,0.709,0.748,0.397
1663,316580,Senador Jose Bento,MG,0.595,0.667,0.784,0.403
1663,311960,Coronel Pacheco,MG,0.595,0.631,0.76,0.439
1663,313290,Itamogi,MG,0.595,0.651,0.791,0.409
1663,410330,Borrazopolis,PR,0.595,0.588,0.769,0.465
1663,432146,Tio Hugo,RS,0.595,0.64,0.781,0.422
1663,430550,Ciriaco,RS,0.595,0.662,0.769,0.414
1663,431420,Pedro Osorio,RS,0.595,0.673,0.746,0.419
1663,311910,Corinto,MG,0.595,0.622,0.742,0.456
1663,430695,Entre Rios do Sul,RS,0.595,0.663,0.766,0.415
1663,354020,Pontal,SP,0.595,0.72,0.757,0.387
1663,314820,Patrocinio do Muriae,MG,0.595,0.592,0.784,0.453
1663,410105,Anahy,PR,0.595,0.558,0.767,0.492
1663,431050,Irai,RS,0.595,0.662,0.79,0.403
1663,316510,Sao Tomas de Aquino,MG,0.595,0.633,0.788,0.423
1663,353720,Pedro de Toledo,SP,0.595,0.644,0.716,0.456
1681,316780,Soledade de Minas,MG,0.594,0.591,0.814,0.435
1681,520170,Aragarcas,GO,0.594,0.619,0.764,0.443
1681,430597,Coxilha,RS,0.594,0.61,0.789,0.435
1681,312210,Divino das Laranjeiras,MG,0.594,0.63,0.715,0.466
1681,432185,Tres Palmeiras,RS,0.594,0.653,0.793,0.405
1681,412210,Rio Bom,PR,0.594,0.576,0.786,0.464
1681,313870,Luminarias,MG,0.594,0.674,0.763,0.408
1681,314770,Passa Tempo,MG,0.594,0.685,0.783,0.391
1681,411295,Juranda,PR,0.594,0.618,0.753,0.45
1681,411540,Marmeleiro,PR,0.594,0.624,0.741,0.453
1681,350315,Arapei,SP,0.594,0.581,0.767,0.471
1681,500840,Vicentina,MS,0.594,0.635,0.741,0.445
1681,313910,Madre de Deus de Minas,MG,0.594,0.58,0.751,0.481
1681,410765,Fazenda Rio Grande,PR,0.594,0.627,0.762,0.438
1695,420020,Agrolandia,SC,0.593,0.633,0.76,0.433
1695,510820,Torixoreu,MT,0.593,0.629,0.756,0.438
1695,521120,Itapuranga,GO,0.593,0.642,0.772,0.42
1695,315970,Santa Rosa da Serra,MG,0.593,0.627,0.79,0.421
1695,431303,Nova Esperanca do Sul,RS,0.593,0.625,0.805,0.414
1695,350910,Caiua,SP,0.593,0.576,0.712,0.509
1695,320440,Rio Novo do Sul,ES,0.593,0.625,0.772,0.432
1695,315590,Rio Preto,MG,0.593,0.634,0.776,0.423
1695,352280,Itaporanga,SP,0.593,0.611,0.758,0.451
1695,350500,Barao de Antonina,SP,0.593,0.606,0.758,0.455
1695,310110,Aimores,MG,0.593,0.609,0.783,0.437
1695,431505,Porto Maua,RS,0.593,0.584,0.777,0.459
1695,355460,Timburi,SP,0.593,0.627,0.73,0.456
1695,316900,Tocantins,MG,0.593,0.638,0.782,0.419
1695,353325,Novais,SP,0.593,0.587,0.8,0.444
1695,430010,Agudo,RS,0.593,0.68,0.803,0.382
1695,412855,Vera Cruz do Oeste,PR,0.593,0.627,0.714,0.466
1695,410890,Guairaca,PR,0.593,0.596,0.741,0.471
1695,430140,Arvorezinha,RS,0.593,0.683,0.737,0.414
1695,412090,Quedas do Iguacu,PR,0.593,0.645,0.737,0.438
1695,431244,Morrinhos do Sul,RS,0.593,0.588,0.747,0.475
1716,350980,Campos Novos Paulista,SP,0.592,0.625,0.786,0.422
1716,320080,Baixo Guandu,ES,0.592,0.617,0.734,0.459
1716,320332,Marataizes,ES,0.592,0.646,0.757,0.424
1716,431820,Sao Francisco de Paula,RS,0.592,0.657,0.778,0.405
1716,350945,Campina do Monte Alegre,SP,0.592,0.629,0.743,0.445
1716,421890,Urubici,SC,0.592,0.64,0.787,0.412
1716,521890,Rubiataba,GO,0.592,0.627,0.729,0.455
1716,411860,Paula Freitas,PR,0.592,0.608,0.786,0.435
1716,420320,Camboriu,SC,0.592,0.656,0.783,0.404
1716,411940,Pirai do Sul,PR,0.592,0.633,0.738,0.444
1716,311535,Catas Altas,MG,0.592,0.589,0.813,0.433
1716,410090,Amapora,PR,0.592,0.61,0.7,0.486
1716,352310,Itaquaquecetuba,SP,0.592,0.63,0.74,0.446
1716,412870,Vitorino,PR,0.592,0.647,0.744,0.432
1716,312460,Estrela Dalva,MG,0.592,0.668,0.771,0.403
1716,352780,Lupercio,SP,0.592,0.609,0.76,0.448
1716,310500,Baldim,MG,0.592,0.591,0.766,0.459
1716,430950,Guarani das Missoes,RS,0.592,0.603,0.771,0.446
1716,320510,Viana,ES,0.592,0.608,0.73,0.468
1735,420895,Jardinopolis,SC,0.591,0.551,0.746,0.501
1735,312970,Ibiraci,MG,0.591,0.659,0.795,0.394
1735,412160,Renascenca,PR,0.591,0.607,0.741,0.458
1735,330412,Quatis,RJ,0.591,0.658,0.763,0.411
1735,210530,Imperatriz,MA,0.591,0.623,0.712,0.465
1735,120040,Rio Branco,AC,0.591,0.673,0.724,0.423
1735,411725,Nova Prata do Iguacu,PR,0.591,0.621,0.763,0.436
1735,410725,Douradina,PR,0.591,0.645,0.725,0.441
1735,421020,Major Gercino,SC,0.591,0.632,0.805,0.406
1735,317060,Vargem Bonita,MG,0.591,0.626,0.789,0.418
1735,350560,Barrinha,SP,0.591,0.642,0.76,0.423
1735,355380,Taquarituba,SP,0.591,0.655,0.742,0.424
1735,330550,Saquarema,RJ,0.591,0.675,0.733,0.417
1735,355255,Suzanapolis,SP,0.591,0.619,0.738,0.453
1735,430066,Andre da Rocha,RS,0.591,0.704,0.821,0.358
1735,521060,Itaguaru,GO,0.591,0.649,0.72,0.442
1735,431179,Marata,RS,0.591,0.669,0.793,0.39
1735,520085,Americano do Brasil,GO,0.591,0.658,0.754,0.416
1735,500630,Paranaiba,MS,0.591,0.686,0.752,0.4
1754,500500,Jardim,MS,0.59,0.692,0.741,0.4
1754,311620,Chiador,MG,0.59,0.603,0.805,0.424
1754,521170,Jandaia,GO,0.59,0.616,0.796,0.418
1754,500470,Ivinhema,MS,0.59,0.627,0.753,0.435
1754,311790,Congonhal,MG,0.59,0.623,0.743,0.443
1754,410470,Carlopolis,PR,0.59,0.632,0.767,0.423
1754,421790,Tangara,SC,0.59,0.683,0.809,0.372
1754,313750,Lagoa Formosa,MG,0.59,0.633,0.795,0.409
1754,410760,Faxinal,PR,0.59,0.652,0.718,0.439
1754,310310,Antonio Prado de Minas,MG,0.59,0.604,0.739,0.46
1754,313590,Jesuania,MG,0.59,0.625,0.776,0.424
1754,354700,Santa Maria da Serra,SP,0.59,0.657,0.776,0.403
1754,420500,Dionisio Cerqueira,SC,0.59,0.623,0.767,0.43
1754,411490,Marilandia do Sul,PR,0.59,0.628,0.76,0.431
1754,430495,Caseiros,RS,0.59,0.605,0.75,0.452
1754,310800,Bom Sucesso,MG,0.59,0.633,0.783,0.414
1754,330480,Sao Fidelis,RJ,0.59,0.636,0.735,0.44
1754,432032,Senador Salgado Filho,RS,0.59,0.583,0.768,0.458
1754,521310,Mineiros,GO,0.59,0.687,0.792,0.378
1754,240240,Carnauba dos Dantas,RN,0.59,0.594,0.76,0.455
1774,431645,Salto do Jacui,RS,0.589,0.652,0.775,0.404
1774,520740,Edeia,GO,0.589,0.676,0.762,0.397
1774,314890,Pedra do Indaia,MG,0.589,0.617,0.8,0.413
1774,351490,Elias Fausto,SP,0.589,0.655,0.766,0.407
1774,431395,Pantano Grande,RS,0.589,0.638,0.736,0.436
1774,521040,Itaberai,GO,0.589,0.67,0.763,0.399
1774,520425,Cachoeira Dourada,GO,0.589,0.644,0.782,0.406
1774,520390,Buriti Alegre,GO,0.589,0.642,0.769,0.414
1774,430693,Entre-Ijuis,RS,0.589,0.593,0.782,0.44
1774,352550,Joanopolis,SP,0.589,0.683,0.762,0.392
1774,315930,Santa Rita de Jacutinga,MG,0.589,0.608,0.764,0.441
1774,430600,Crissiumal,RS,0.589,0.61,0.773,0.433
