Posicao,ID,name,UF,IDHM1991,IDHMRenda1991,IDHMLongevidade1991,IDHMEducacao1991
1030,411720,Nova Olimpia,PR,0.484,0.577,0.726,0.271
1030,351950,Ibirarema,SP,0.484,0.591,0.712,0.27
1030,354320,Ribeirao do Sul,SP,0.484,0.571,0.692,0.287
1030,314760,Passa Quatro,MG,0.484,0.569,0.706,0.283
1030,430130,Arroio Grande,RS,0.484,0.595,0.682,0.279
1030,352810,Macaubal,SP,0.484,0.633,0.759,0.236
1030,351700,Getulina,SP,0.484,0.599,0.69,0.275
1030,354050,Porangaba,SP,0.484,0.589,0.704,0.273
1030,352500,Jandira,SP,0.484,0.642,0.747,0.237
1030,431235,Montauri,RS,0.484,0.624,0.762,0.238
1030,354800,Santo Antonio de Posse,SP,0.484,0.681,0.721,0.231
1030,320250,Ibiracu,ES,0.484,0.577,0.675,0.292
1030,412085,Quatro Pontes,PR,0.484,0.576,0.72,0.273
1030,330500,Sao Joao da Barra,RJ,0.484,0.565,0.715,0.281
1030,412340,Santa Fe,PR,0.484,0.6,0.672,0.281
1030,352860,Manduri,SP,0.484,0.651,0.673,0.258
1030,351990,Iepe,SP,0.484,0.587,0.698,0.276
1030,430980,Ibiaca,RS,0.484,0.581,0.758,0.257
1030,410240,Bandeirantes,PR,0.484,0.597,0.661,0.288
1030,351610,Florinia,SP,0.484,0.585,0.713,0.272
1059,421890,Urubici,SC,0.483,0.588,0.742,0.259
1059,350100,Altinopolis,SP,0.483,0.667,0.751,0.225
1059,430330,Caibate,RS,0.483,0.588,0.728,0.263
1059,330430,Rio Bonito,RJ,0.483,0.594,0.722,0.262
1059,412370,Santa Isabel do Ivai,PR,0.483,0.554,0.691,0.294
1059,522170,Uruana,GO,0.483,0.606,0.644,0.289
1059,353190,Morro Agudo,SP,0.483,0.665,0.719,0.235
1059,312520,Fama,MG,0.483,0.615,0.71,0.258
1059,351510,Embu-Guacu,SP,0.483,0.652,0.696,0.249
1059,411560,Matelandia,PR,0.483,0.587,0.654,0.293
1059,316920,Tombos,MG,0.483,0.57,0.718,0.276
1059,330140,Conceicao de Macabu,RJ,0.483,0.573,0.642,0.306
1059,330200,Itaguai,RJ,0.483,0.595,0.652,0.291
1059,330015,Aperibe,RJ,0.483,0.535,0.7,0.3
1059,431407,Passo do Sobrado,RS,0.483,0.673,0.739,0.226
1059,420360,Campos Novos,SC,0.483,0.597,0.751,0.252
1059,355260,Tabapua,SP,0.483,0.665,0.735,0.231
1059,431200,Mariano Moro,RS,0.483,0.621,0.763,0.238
1077,421770,Sombrio,SC,0.482,0.595,0.767,0.246
1077,430673,Doutor Mauricio Cardoso,RS,0.482,0.549,0.721,0.283
1077,432163,Tres Arroios,RS,0.482,0.612,0.763,0.24
1077,522150,Turvania,GO,0.482,0.59,0.626,0.303
1077,354740,Santa Rita D'Oeste,SP,0.482,0.588,0.729,0.261
1077,314080,Matias Barbosa,MG,0.482,0.599,0.71,0.263
1077,410280,Bela Vista do Paraiso,PR,0.482,0.612,0.73,0.25
1077,312610,Formiga,MG,0.482,0.599,0.744,0.251
1077,313900,Machado,MG,0.482,0.627,0.71,0.251
1077,351770,Guara,SP,0.482,0.623,0.719,0.25
1077,350745,Borebi,SP,0.482,0.616,0.717,0.253
1077,520800,Formosa,GO,0.482,0.631,0.684,0.259
1077,352290,Itapui,SP,0.482,0.659,0.695,0.244
1077,312340,Doresopolis,MG,0.482,0.523,0.727,0.295
1077,431205,Marques de Souza,RS,0.482,0.61,0.777,0.236
1077,315410,Recreio,MG,0.482,0.638,0.706,0.249
1077,320335,Marilandia,ES,0.482,0.566,0.724,0.273
1077,431570,Rio Pardo,RS,0.482,0.602,0.696,0.268
1095,352725,Lourdes,SP,0.481,0.593,0.695,0.27
1095,260410,Caruaru,PE,0.481,0.589,0.672,0.281
1095,352580,Julio Mesquita,SP,0.481,0.562,0.688,0.287
1095,431010,Igrejinha,RS,0.481,0.652,0.746,0.229
1095,314120,Matutina,MG,0.481,0.614,0.71,0.255
1095,330310,Natividade,RJ,0.481,0.579,0.632,0.305
1095,353630,Patrocinio Paulista,SP,0.481,0.627,0.724,0.245
1095,411585,Mercedes,PR,0.481,0.609,0.726,0.252
1095,354030,Pontes Gestal,SP,0.481,0.53,0.675,0.312
1095,431848,Sao Jose do Hortencio,RS,0.481,0.584,0.752,0.253
1095,352760,Luis Antonio,SP,0.481,0.631,0.688,0.256
1095,420765,Ipora do Oeste,SC,0.481,0.588,0.738,0.256
1095,352770,Luiziania,SP,0.481,0.578,0.711,0.27
1108,320290,Itarana,ES,0.48,0.576,0.718,0.267
1108,510760,Rondonopolis,MT,0.48,0.647,0.669,0.256
1108,411890,Perola,PR,0.48,0.581,0.713,0.267
1108,353520,Palmeira D'Oeste,SP,0.48,0.629,0.693,0.253
1108,320440,Rio Novo do Sul,ES,0.48,0.567,0.711,0.275
1108,350110,Alto Alegre,SP,0.48,0.553,0.72,0.278
1108,320030,Alfredo Chaves,ES,0.48,0.57,0.718,0.27
1108,410880,Guaira,PR,0.48,0.613,0.707,0.255
1108,350370,Ariranha,SP,0.48,0.666,0.705,0.235
1108,420800,Ita,SC,0.48,0.55,0.747,0.27
1108,500540,Maracaju,MS,0.48,0.641,0.712,0.243
1108,350890,Caiabu,SP,0.48,0.517,0.716,0.299
1108,520260,Aurilandia,GO,0.48,0.596,0.652,0.284
1108,430676,Eldorado do Sul,RS,0.48,0.619,0.71,0.252
1108,510270,Canarana,MT,0.48,0.646,0.668,0.257
1108,354540,Salto Grande,SP,0.48,0.607,0.728,0.25
1108,351270,Corumbatai,SP,0.48,0.645,0.75,0.228
1108,431780,Santo Augusto,RS,0.48,0.616,0.7,0.256
1108,314310,Monte Carmelo,MG,0.48,0.631,0.727,0.241
1108,430105,Arroio do Sal,RS,0.48,0.64,0.751,0.23
1108,314110,Matozinhos,MG,0.48,0.56,0.726,0.272
1108,354180,Queiroz,SP,0.48,0.562,0.703,0.28
1108,351570,Ferraz de Vasconcelos,SP,0.48,0.63,0.695,0.252
1108,521860,Rialma,GO,0.48,0.564,0.647,0.304
1108,432140,Tenente Portela,RS,0.48,0.547,0.711,0.285
1133,316940,Tres Pontas,MG,0.479,0.605,0.709,0.257
1133,313720,Lagoa da Prata,MG,0.479,0.574,0.675,0.283
1133,411670,Nova Aurora,PR,0.479,0.566,0.725,0.267
1133,421120,Morro da Fumaca,SC,0.479,0.662,0.756,0.22
1133,421960,Xavantina,SC,0.479,0.691,0.758,0.21
1133,351250,Coroados,SP,0.479,0.64,0.711,0.241
1133,316580,Senador Jose Bento,MG,0.479,0.6,0.714,0.257
1133,521310,Mineiros,GO,0.479,0.671,0.718,0.228
1133,311250,Capim Branco,MG,0.479,0.565,0.701,0.277
1133,330360,Paracambi,RJ,0.479,0.586,0.65,0.288
1133,430190,Barra do Ribeiro,RS,0.479,0.628,0.713,0.246
1133,355080,Sao Sebastiao da Grama,SP,0.479,0.645,0.709,0.24
1133,430900,Girua,RS,0.479,0.578,0.684,0.278
1133,430187,Barra do Quarai,RS,0.479,0.655,0.658,0.255
1133,421430,Rancho Queimado,SC,0.479,0.558,0.774,0.254
1133,430670,Dona Francisca,RS,0.479,0.618,0.701,0.253
1133,353960,Planalto,SP,0.479,0.589,0.728,0.256
1133,421690,Sao Lourenco do Oeste,SC,0.479,0.571,0.756,0.255
1151,350120,Alvares Florence,SP,0.478,0.537,0.704,0.289
1151,350340,Arealva,SP,0.478,0.608,0.733,0.245
1151,411950,Piraquara,PR,0.478,0.622,0.736,0.239
1151,354323,Ribeirao dos Indios,SP,0.478,0.563,0.711,0.272
1151,520680,Damolandia,GO,0.478,0.541,0.639,0.315
1151,330260,Mangaratiba,RJ,0.478,0.617,0.679,0.26
1151,431190,Marcelino Ramos,RS,0.478,0.597,0.759,0.241
1151,310420,Arcos,MG,0.478,0.586,0.727,0.257
1151,431840,Sao Jeronimo,RS,0.478,0.639,0.72,0.238
1151,432170,Tres Coroas,RS,0.478,0.631,0.711,0.243
1151,410530,Ceu Azul,PR,0.478,0.603,0.678,0.267
1151,430740,Esmeralda,RS,0.478,0.569,0.748,0.257
1151,412260,Rondon,PR,0.478,0.555,0.644,0.306
1151,431403,Pareci Novo,RS,0.478,0.639,0.78,0.219
1151,350840,Cabreuva,SP,0.478,0.678,0.708,0.227
1151,310430,Areado,MG,0.478,0.586,0.71,0.263
1167,420530,Faxinal dos Guedes,SC,0.477,0.59,0.744,0.247
1167,521930,Santa Helena de Goias,GO,0.477,0.619,0.678,0.259
1167,355210,Socorro,SP,0.477,0.64,0.719,0.236
1167,310900,Brumadinho,MG,0.477,0.596,0.706,0.258
1167,421625,Sao Joao do Oeste,SC,0.477,0.546,0.747,0.266
1167,431535,Quinze de Novembro,RS,0.477,0.643,0.734,0.23
1167,310320,Aracai,MG,0.477,0.588,0.679,0.272
1167,352460,Jacupiranga,SP,0.477,0.612,0.695,0.255
1167,354200,Quintana,SP,0.477,0.609,0.668,0.267
1167,432260,Venancio Aires,RS,0.477,0.603,0.734,0.245
1167,355650,Varzea Paulista,SP,0.477,0.656,0.73,0.226
1167,430400,Campo Novo,RS,0.477,0.55,0.684,0.288
1167,350230,Anhembi,SP,0.477,0.6,0.733,0.247
1180,352450,Jaci,SP,0.476,0.573,0.711,0.265
1180,431940,Sao Pedro do Sul,RS,0.476,0.571,0.694,0.272
1180,313340,Itapagipe,MG,0.476,0.623,0.725,0.239
1180,260120,Arcoverde,PE,0.476,0.553,0.649,0.301
1180,521010,Ipameri,GO,0.476,0.589,0.683,0.268
1180,313350,Itapecerica,MG,0.476,0.562,0.702,0.274
1180,430360,Cambara do Sul,RS,0.476,0.586,0.706,0.26
1180,316090,Sao Bras do Suacui,MG,0.476,0.537,0.671,0.299
1180,354480,Sales,SP,0.476,0.561,0.759,0.253
1180,421730,Saudades,SC,0.476,0.555,0.743,0.262
1180,410380,Cambira,PR,0.476,0.56,0.723,0.267
1180,420180,Atalanta,SC,0.476,0.56,0.717,0.268
1180,330520,Sao Pedro da Aldeia,RJ,0.476,0.585,0.7,0.264
1180,421670,Sao Jose do Cedro,SC,0.476,0.582,0.74,0.25
1180,313160,Irai de Minas,MG,0.476,0.652,0.685,0.242
1180,250400,Campina Grande,PB,0.476,0.584,0.586,0.316
1180,320140,Castelo,ES,0.476,0.566,0.746,0.255
1197,313980,Mar de Espanha,MG,0.475,0.556,0.687,0.281
1197,431164,Linha Nova,RS,0.475,0.641,0.735,0.227
1197,430705,Ernestina,RS,0.475,0.555,0.727,0.266
1197,420455,Correia Pinto,SC,0.475,0.581,0.707,0.261
1197,314960,Pequi,MG,0.475,0.615,0.71,0.245
1197,521220,Jussara,GO,0.475,0.607,0.7,0.252
1197,314260,Monsenhor Paulo,MG,0.475,0.607,0.699,0.253
1197,412720,Terra Boa,PR,0.475,0.549,0.709,0.275
1197,312510,Extrema,MG,0.475,0.636,0.7,0.241
1197,500720,Rio Brilhante,MS,0.475,0.654,0.665,0.246
1197,521940,Santa Rita do Araguaia,GO,0.475,0.633,0.687,0.247
1197,520410,Cachoeira Alta,GO,0.475,0.635,0.676,0.25
1209,431179,Marata,RS,0.474,0.609,0.754,0.232
1209,354720,Santana da Ponte Pensa,SP,0.474,0.517,0.756,0.272
1209,352660,Lavrinhas,SP,0.474,0.623,0.677,0.252
1209,420720,Imarui,SC,0.474,0.559,0.742,0.256
1209,521580,Palmelo,GO,0.474,0.557,0.71,0.269
1209,314970,Perdigao,MG,0.474,0.574,0.731,0.254
1209,520620,Cristalina,GO,0.474,0.586,0.699,0.26
1209,420285,Braco do Trombudo,SC,0.474,0.556,0.762,0.251
1209,351800,Guarani D'Oeste,SP,0.474,0.549,0.713,0.272
1209,521710,Piracanjuba,GO,0.474,0.632,0.683,0.246
1209,354170,Quata,SP,0.474,0.614,0.719,0.241
1209,291920,Lauro de Freitas,BA,0.474,0.643,0.609,0.272
1209,431505,Porto Maua,RS,0.474,0.511,0.735,0.284
1209,410270,Barra do Jacare,PR,0.474,0.575,0.718,0.258
1209,410580,Colombo,PR,0.474,0.607,0.736,0.239
1224,354500,Salesopolis,SP,0.473,0.618,0.69,0.248
1224,352420,Jaborandi,SP,0.473,0.642,0.716,0.23
1224,330540,Sapucaia,RJ,0.473,0.579,0.68,0.268
1224,351710,Glicerio,SP,0.473,0.579,0.698,0.262
1224,314820,Patrocinio do Muriae,MG,0.473,0.559,0.697,0.272
1224,311790,Congonhal,MG,0.473,0.605,0.719,0.244
1224,430786,Fagundes Varela,RS,0.473,0.629,0.781,0.215
1224,521850,Quirinopolis,GO,0.473,0.617,0.682,0.251
1224,430570,Condor,RS,0.473,0.58,0.754,0.242
1224,521260,Mairipotaba,GO,0.473,0.593,0.684,0.261
1224,500100,Aparecida do Taboado,MS,0.473,0.619,0.711,0.24
1224,352030,Iguape,SP,0.473,0.58,0.715,0.255
1224,410940,Guarapuava,PR,0.473,0.626,0.725,0.233
1224,500380,Fatima do Sul,MS,0.473,0.614,0.665,0.259
1224,315830,Santana da Vargem,MG,0.473,0.595,0.675,0.264
1224,412270,Sabaudia,PR,0.473,0.569,0.723,0.257
1224,412040,Presidente Castelo Branco,PR,0.473,0.544,0.708,0.274
1224,430693,Entre-Ijuis,RS,0.473,0.561,0.745,0.253
1224,500500,Jardim,MS,0.473,0.606,0.671,0.26
1224,311760,Conceicao do Para,MG,0.473,0.559,0.703,0.27
1224,351492,Elisiario,SP,0.473,0.607,0.705,0.248
1245,320040,Anchieta,ES,0.472,0.567,0.746,0.248
1245,420770,Ipumirim,SC,0.472,0.553,0.741,0.257
1245,351120,Catigua,SP,0.472,0.621,0.725,0.233
1245,431215,Mato Leitao,RS,0.472,0.612,0.721,0.238
1245,355570,Uniao Paulista,SP,0.472,0.548,0.716,0.268
1245,240325,Parnamirim,RN,0.472,0.578,0.668,0.272
1245,351750,Guapiacu,SP,0.472,0.632,0.735,0.227
1245,430060,Alvorada,RS,0.472,0.6,0.717,0.245
1245,312470,Estrela do Indaia,MG,0.472,0.603,0.697,0.25
1245,351515,Engenheiro Coelho,SP,0.472,0.659,0.711,0.225
1245,330110,Cantagalo,RJ,0.472,0.598,0.658,0.268
1256,430265,Brochier,RS,0.471,0.581,0.76,0.237
1256,314600,Ouro Fino,MG,0.471,0.605,0.749,0.231
1256,310360,Arantina,MG,0.471,0.502,0.688,0.302
1256,430950,Guarani das Missoes,RS,0.471,0.561,0.727,0.257
1256,320270,Itaguacu,ES,0.471,0.548,0.708,0.269
1256,510840,Varzea Grande,MT,0.471,0.596,0.673,0.261
1256,430880,General Camara,RS,0.471,0.585,0.717,0.249
1256,170070,Alvorada,TO,0.471,0.636,0.641,0.256
1256,351400,Dobrada,SP,0.471,0.644,0.75,0.217
1256,431030,Ilopolis,RS,0.471,0.57,0.756,0.242
1256,261110,Petrolina,PE,0.471,0.578,0.676,0.268
1256,412360,Santa Ines,PR,0.471,0.55,0.668,0.285
1256,411280,Joaquim Tavora,PR,0.471,0.567,0.674,0.274
1256,430340,Caicara,RS,0.471,0.577,0.729,0.248
1270,352820,Macedonia,SP,0.47,0.565,0.717,0.257
1270,410860,Goioere,PR,0.47,0.626,0.696,0.239
1270,500568,Mundo Novo,MS,0.47,0.598,0.716,0.242
1270,353400,Onda Verde,SP,0.47,0.621,0.731,0.228
1270,355720,Chavantes,SP,0.47,0.604,0.732,0.235
1270,355290,Taciba,SP,0.47,0.57,0.688,0.264
1270,315590,Rio Preto,MG,0.47,0.578,0.727,0.247
1270,313950,Manhumirim,MG,0.47,0.581,0.678,0.263
1270,320320,Linhares,ES,0.47,0.59,0.686,0.257
1270,320490,Sao Mateus,ES,0.47,0.603,0.687,0.251
1270,412800,Ubirata,PR,0.47,0.618,0.708,0.237
1270,410220,Atalaia,PR,0.47,0.575,0.704,0.257
1270,350730,Boraceia,SP,0.47,0.601,0.735,0.235
1270,240310,Currais Novos,RN,0.47,0.544,0.659,0.29
1270,431910,Sao Martinho,RS,0.47,0.525,0.72,0.275
1270,240800,Mossoro,RN,0.47,0.559,0.648,0.286
1270,311260,Capinopolis,MG,0.47,0.616,0.727,0.232
1287,310970,Cachoeira de Minas,MG,0.469,0.524,0.721,0.273
1287,431050,Irai,RS,0.469,0.595,0.705,0.246
1287,355395,Taruma,SP,0.469,0.581,0.742,0.239
1287,421210,Palmitos,SC,0.469,0.551,0.756,0.248
1287,420700,Icara,SC,0.469,0.596,0.747,0.232
1287,430350,Camaqua,RS,0.469,0.624,0.689,0.24
1287,320020,Alegre,ES,0.469,0.575,0.686,0.262
1287,430600,Crissiumal,RS,0.469,0.568,0.727,0.25
1287,330555,Seropedica,RJ,0.469,0.586,0.668,0.264
1287,353540,Panorama,SP,0.469,0.617,0.695,0.241
1287,410260,Barracao,PR,0.469,0.624,0.693,0.238
1287,431880,Sao Lourenco do Sul,RS,0.469,0.618,0.736,0.227
1287,311090,Campanha,MG,0.469,0.595,0.733,0.237
1287,315880,Santana do Jacare,MG,0.469,0.58,0.678,0.263
1287,430783,Eugenio de Castro,RS,0.469,0.563,0.76,0.241
1302,410050,Altonia,PR,0.468,0.541,0.69,0.274
1302,330045,Belford Roxo,RJ,0.468,0.566,0.63,0.288
1302,351220,Conchal,SP,0.468,0.643,0.712,0.224
1302,412610,Sao Tome,PR,0.468,0.558,0.693,0.265
1302,314020,Maripa de Minas,MG,0.468,0.555,0.664,0.279
1302,355365,Taquaral,SP,0.468,0.731,0.717,0.195
1302,420545,Forquilhinha,SC,0.468,0.622,0.745,0.221
1302,500210,Bela Vista,MS,0.468,0.626,0.697,0.235
1302,412310,Santa Amelia,PR,0.468,0.597,0.646,0.266
1302,500630,Paranaiba,MS,0.468,0.638,0.695,0.231
1302,430110,Arroio dos Ratos,RS,0.468,0.567,0.705,0.256
1302,351385,Dirce Reis,SP,0.468,0.562,0.688,0.265
1302,260345,Camaragibe,PE,0.468,0.534,0.696,0.276
1302,354570,Santa Albertina,SP,0.468,0.607,0.705,0.24
1302,411190,Jaguapita,PR,0.468,0.603,0.704,0.241
1302,410350,California,PR,0.468,0.559,0.666,0.275
1302,313800,Laranjal,MG,0.468,0.511,0.737,0.272
1302,315070,Pirajuba,MG,0.468,0.638,0.754,0.213
1302,350260,Aparecida D'Oeste,SP,0.468,0.583,0.725,0.242
1302,110010,Guajara-Mirim,RO,0.468,0.625,0.662,0.247
1302,312300,Dores de Campos,MG,0.468,0.542,0.702,0.269
1302,420207,Balneario Gaivota,SC,0.468,0.569,0.748,0.241
1324,411550,Marumbi,PR,0.467,0.561,0.644,0.281
1324,522130,Tres Ranchos,GO,0.467,0.537,0.71,0.267
1324,420195,Balneario Arroio do Silva,SC,0.467,0.564,0.734,0.246
1324,520810,Formoso,GO,0.467,0.572,0.652,0.273
1324,311030,Caldas,MG,0.467,0.62,0.744,0.221
1324,354860,Sao Bento do Sapucai,SP,0.467,0.625,0.735,0.221
1324,291992,Madre de Deus,BA,0.467,0.54,0.613,0.307
1324,420985,Lindoia do Sul,SC,0.467,0.611,0.737,0.226
1324,510517,Juruena,MT,0.467,0.653,0.711,0.219
1324,352790,Lutecia,SP,0.467,0.578,0.701,0.252
1324,354710,Santa Mercedes,SP,0.467,0.583,0.688,0.254
1324,430843,Forquetinha,RS,0.467,0.613,0.758,0.219
1324,410060,Alto Parana,PR,0.467,0.564,0.725,0.249
1324,420555,Frei Rogerio,SC,0.467,0.585,0.665,0.261
1338,411970,Planaltina do Parana,PR,0.466,0.582,0.672,0.259
1338,316740,Silvianopolis,MG,0.466,0.579,0.721,0.242
1338,311070,Cambuquira,MG,0.466,0.595,0.73,0.233
1338,411120,Itapejara D'Oeste,PR,0.466,0.548,0.704,0.263
1338,314130,Medeiros,MG,0.466,0.634,0.727,0.219
1338,520480,Campo Alegre de Goias,GO,0.466,0.684,0.67,0.221
1338,351210,Colombia,SP,0.466,0.595,0.7,0.243
1338,260600,Garanhuns,PE,0.466,0.569,0.655,0.271
1338,354790,Santo Antonio da Alegria,SP,0.466,0.592,0.717,0.239
1338,420320,Camboriu,SC,0.466,0.623,0.704,0.23
1338,317210,Volta Grande,MG,0.466,0.555,0.706,0.259
1338,430545,Cidreira,RS,0.466,0.621,0.706,0.231
1338,353170,Monteiro Lobato,SP,0.466,0.607,0.704,0.237
1338,314920,Pedrinopolis,MG,0.466,0.565,0.744,0.24
1338,315120,Pirapora,MG,0.466,0.595,0.695,0.244
1353,352300,Itapura,SP,0.465,0.582,0.698,0.247
1353,411640,Nossa Senhora das Gracas,PR,0.465,0.562,0.689,0.259
1353,354610,Santa Clara D'Oeste,SP,0.465,0.573,0.703,0.25
1353,316880,Tiradentes,MG,0.465,0.556,0.717,0.252
1353,431040,Independencia,RS,0.465,0.539,0.745,0.251
1353,421380,Praia Grande,SC,0.465,0.617,0.7,0.233
1353,520660,Cumari,GO,0.465,0.582,0.676,0.256
1353,520740,Edeia,GO,0.465,0.621,0.687,0.236
1353,521630,Paranaiguara,GO,0.465,0.597,0.678,0.248
1353,311150,Campos Altos,MG,0.465,0.612,0.73,0.225
1353,355190,Severinia,SP,0.465,0.697,0.725,0.199
1353,315300,Pratinha,MG,0.465,0.618,0.727,0.224
1353,353720,Pedro de Toledo,SP,0.465,0.594,0.687,0.246
1353,410160,Arapoti,PR,0.465,0.641,0.678,0.231
1353,431360,Paim Filho,RS,0.465,0.522,0.72,0.267
1368,412870,Vitorino,PR,0.464,0.599,0.698,0.239
1368,432340,Vila Maria,RS,0.464,0.622,0.751,0.214
1368,330410,Porciuncula,RJ,0.464,0.579,0.648,0.267
1368,330090,Cambuci,RJ,0.464,0.568,0.675,0.261
1368,314070,Mateus Leme,MG,0.464,0.577,0.654,0.264
1368,350500,Barao de Antonina,SP,0.464,0.532,0.667,0.282
1368,314650,Pains,MG,0.464,0.596,0.727,0.23
1368,351390,Divinolandia,SP,0.464,0.631,0.728,0.217
1368,411330,Laranjeiras do Sul,PR,0.464,0.62,0.654,0.246
1368,314560,Oliveira,MG,0.464,0.572,0.732,0.239
1368,431820,Sao Francisco de Paula,RS,0.464,0.608,0.678,0.243
1368,311787,Confins,MG,0.464,0.538,0.702,0.265
1368,420120,Antonio Carlos,SC,0.464,0.598,0.793,0.211
1368,411800,Paraiso do Norte,PR,0.464,0.596,0.665,0.252
1368,421440,Rio das Antas,SC,0.464,0.59,0.74,0.229
1383,330095,Comendador Levy Gasparian,RJ,0.463,0.55,0.7,0.258
1383,355110,Sarapui,SP,0.463,0.584,0.68,0.25
1383,350440,Avanhandava,SP,0.463,0.621,0.732,0.219
1383,354810,Santo Antonio do Jardim,SP,0.463,0.628,0.724,0.218
1383,431990,Sapiranga,RS,0.463,0.636,0.736,0.212
1383,351680,Gastao Vidigal,SP,0.463,0.597,0.688,0.242
1383,410470,Carlopolis,PR,0.463,0.546,0.69,0.263
1383,420860,Jabora,SC,0.463,0.548,0.717,0.252
1383,352610,Juquia,SP,0.463,0.583,0.688,0.247
1383,410650,Coronel Vivida,PR,0.463,0.574,0.73,0.237
1393,316640,Seritinga,MG,0.462,0.525,0.659,0.285
1393,510820,Torixoreu,MT,0.462,0.608,0.689,0.236
1393,421895,Urupema,SC,0.462,0.559,0.742,0.238
1393,521480,Nova Aurora,GO,0.462,0.52,0.702,0.271
1393,411745,Ouro Verde do Oeste,PR,0.462,0.56,0.69,0.255
1393,410300,Boa Esperanca,PR,0.462,0.601,0.638,0.257
1393,355360,Tapiratiba,SP,0.462,0.595,0.762,0.217
1393,314720,Paraguacu,MG,0.462,0.576,0.721,0.238
1393,411900,Perola D'Oeste,PR,0.462,0.581,0.72,0.235
1393,330205,Italva,RJ,0.462,0.567,0.659,0.264
1393,351900,Herculandia,SP,0.462,0.643,0.695,0.221
1393,421100,Mondai,SC,0.462,0.527,0.74,0.253
1393,421610,Sao Domingos,SC,0.462,0.53,0.761,0.244
1393,521080,Itaja,GO,0.462,0.605,0.667,0.245
1407,521450,Neropolis,GO,0.461,0.579,0.676,0.25
1407,431217,Mato Queimado,RS,0.461,0.494,0.76,0.261
1407,521870,Rianapolis,GO,0.461,0.563,0.671,0.259
1407,310410,Arceburgo,MG,0.461,0.583,0.666,0.252
1407,354075,Potim,SP,0.461,0.584,0.684,0.246
1407,353160,Monte Castelo,SP,0.461,0.542,0.699,0.259
1407,421555,Santa Helena,SC,0.461,0.487,0.765,0.263
1407,320480,Sao Jose do Calcado,ES,0.461,0.545,0.686,0.262
1407,130353,Presidente Figueiredo,AM,0.461,0.62,0.646,0.245
1407,431725,Santa Tereza,RS,0.461,0.594,0.78,0.211
1407,353860,Piracaia,SP,0.461,0.674,0.734,0.198
1407,412855,Vera Cruz do Oeste,PR,0.461,0.573,0.659,0.26
1407,350150,Alvinlandia,SP,0.461,0.574,0.68,0.251
1407,432370,Vista Gaucha,RS,0.461,0.523,0.72,0.26
1407,412410,Santo Antonio da Platina,PR,0.461,0.594,0.654,0.253
1422,354530,Salto de Pirapora,SP,0.46,0.609,0.703,0.228
1422,355300,Taguai,SP,0.46,0.578,0.742,0.227
1422,431177,Maquine,RS,0.46,0.572,0.717,0.238
1422,411275,Jesuitas,PR,0.46,0.539,0.713,0.254
1422,420270,Botuvera,SC,0.46,0.626,0.753,0.207
1422,291080,Feira de Santana,BA,0.46,0.591,0.603,0.273
1422,315770,Santa Juliana,MG,0.46,0.636,0.759,0.202
1422,315280,Prata,MG,0.46,0.618,0.675,0.233
1422,315360,Prudente de Morais,MG,0.46,0.524,0.718,0.259
1422,420895,Jardinopolis,SC,0.46,0.577,0.705,0.239
1422,311360,Careacu,MG,0.46,0.568,0.744,0.23
1422,312090,Curvelo,MG,0.46,0.58,0.692,0.243
1422,171320,Miracema do Tocantins,TO,0.46,0.672,0.666,0.217
1422,510268,Campos de Julio,MT,0.46,0.604,0.713,0.226
1422,311400,Carmo da Mata,MG,0.46,0.542,0.68,0.264
1422,315110,Pirapetinga,MG,0.46,0.54,0.706,0.256
1422,353180,Monte Mor,SP,0.46,0.646,0.741,0.204
1439,411070,Irati,PR,0.459,0.573,0.652,0.259
1439,353625,Parisi,SP,0.459,0.513,0.675,0.279
1439,421835,Treviso,SC,0.459,0.553,0.739,0.237
1439,521935,Santa Isabel,GO,0.459,0.547,0.659,0.268
1439,310380,Arapua,MG,0.459,0.549,0.744,0.236
1439,314280,Monte Alegre de Minas,MG,0.459,0.63,0.714,0.215
1439,410115,Angulo,PR,0.459,0.513,0.702,0.269
1439,320390,Nova Venecia,ES,0.459,0.552,0.711,0.247
1439,330550,Saquarema,RJ,0.459,0.603,0.684,0.234
1439,351790,Guaraci,SP,0.459,0.607,0.7,0.227
1439,310540,Barao de Cocais,MG,0.459,0.567,0.679,0.251
1439,354950,Sao Jose da Bela Vista,SP,0.459,0.643,0.728,0.206
1439,431645,Salto do Jacui,RS,0.459,0.606,0.689,0.232
1439,411700,Nova Fatima,PR,0.459,0.614,0.69,0.228
1439,421055,Marema,SC,0.459,0.546,0.761,0.232
1439,316295,Sao Jose da Lapa,MG,0.459,0.582,0.688,0.242
1439,412180,Ribeirao Claro,PR,0.459,0.579,0.725,0.231
1439,311780,Conceicao dos Ouros,MG,0.459,0.545,0.736,0.241
1439,430697,Erebango,RS,0.459,0.557,0.737,0.235
1458,420020,Agrolandia,SC,0.458,0.578,0.724,0.23
1458,353040,Mirassolandia,SP,0.458,0.581,0.733,0.225
1458,316900,Tocantins,MG,0.458,0.572,0.69,0.243
1458,330187,Iguaba Grande,RJ,0.458,0.59,0.7,0.232
1458,313780,Lambari,MG,0.458,0.575,0.719,0.233
1458,510360,Dom Aquino,MT,0.458,0.558,0.653,0.263
1458,430140,Arvorezinha,RS,0.458,0.619,0.694,0.224
1458,314700,Paracatu,MG,0.458,0.594,0.686,0.236
